x,y,z
84.750000,-44.849998,-45.450001
84.750000,-44.849998,-45.450001
83.250000,-46.650002,-43.049999
84.150002,-45.750000,-43.950001
84.150002,-45.750000,-43.950001
84.449997,-45.450001,-45.150002
83.849998,-46.049999,-43.950001
85.500000,-46.200001,-45.299999
85.500000,-46.200001,-45.299999
84.900002,-46.200001,-44.400002
84.300003,-45.000000,-45.299999
84.300003,-45.000000,-45.299999
84.300003,-45.900002,-45.900002
84.750000,-46.650002,-45.150002
84.750000,-46.650002,-45.150002
85.500000,-45.900002,-45.599998
85.500000,-45.900002,-45.599998
84.900002,-47.400002,-45.299999
84.900002,-47.400002,-45.299999
84.300003,-46.200001,-45.299999
84.449997,-46.650002,-46.650002
84.449997,-46.650002,-46.650002
84.900002,-45.599998,-43.799999
84.900002,-45.599998,-43.799999
83.550003,-46.650002,-45.150002
85.349998,-46.650002,-45.450001
85.349998,-46.650002,-45.450001
83.699997,-45.900002,-45.599998
85.800003,-46.200001,-45.299999
84.750000,-47.250000,-43.650002
84.750000,-47.250000,-43.650002
83.550003,-46.349998,-44.250000
85.050003,-46.950001,-45.150002
85.050003,-46.950001,-45.150002
83.250000,-45.750000,-44.250000
85.199997,-44.400002,-44.700001
85.199997,-46.799999,-44.400002
86.250000,-46.950001,-45.150002
83.849998,-46.650002,-44.250000
84.150002,-46.950001,-43.650002
84.150002,-46.950001,-43.650002
82.949997,-47.549999,-46.049999
84.150002,-46.950001,-44.250000
84.150002,-46.950001,-44.250000
84.750000,-46.049999,-44.849998
84.900002,-46.799999,-45.900002
84.750000,-45.450001,-45.750000
84.750000,-45.450001,-45.750000
84.449997,-46.049999,-44.849998
83.849998,-46.349998,-45.750000
83.849998,-46.349998,-45.750000
84.300003,-46.799999,-44.099998
83.250000,-46.950001,-44.849998
83.699997,-45.900002,-44.400002
83.849998,-46.950001,-44.849998
83.849998,-46.950001,-44.849998
85.199997,-47.099998,-45.000000
85.199997,-47.099998,-45.000000
83.400002,-46.799999,-43.799999
84.300003,-45.599998,-44.099998
85.199997,-45.900002,-43.500000
84.449997,-46.049999,-44.849998
84.449997,-46.049999,-44.849998
84.900002,-45.299999,-43.500000
83.400002,-46.799999,-45.299999
83.400002,-46.799999,-45.299999
83.699997,-46.500000,-44.099998
83.699997,-46.500000,-44.099998
84.150002,-45.150002,-44.250000
84.150002,-45.150002,-44.250000
85.199997,-46.200001,-44.099998
85.949997,-47.250000,-44.250000
85.949997,-47.250000,-44.250000
83.400002,-47.099998,-45.299999
85.050003,-46.049999,-45.450001
82.800003,-46.200001,-44.700001
82.800003,-46.200001,-44.700001
84.000000,-48.299999,-44.400002
84.000000,-46.200001,-44.700001
84.000000,-46.200001,-44.700001
84.750000,-44.849998,-44.849998
84.449997,-46.049999,-45.150002
84.150002,-46.349998,-44.250000
84.150002,-46.349998,-44.250000
84.449997,-46.049999,-44.250000
84.599998,-45.000000,-44.400002
84.599998,-45.000000,-44.400002
84.599998,-46.500000,-44.099998
85.050003,-46.650002,-44.849998
85.349998,-46.950001,-45.150002
84.150002,-45.750000,-44.849998
84.150002,-45.750000,-44.849998
85.349998,-45.150002,-44.250000
85.349998,-45.150002,-44.250000
84.750000,-45.150002,-43.650002
84.150002,-46.650002,-43.650002
85.800003,-45.900002,-45.299999
83.550003,-45.750000,-44.549999
83.550003,-45.750000,-44.549999
84.449997,-46.650002,-44.849998
83.849998,-46.650002,-45.150002
83.849998,-46.650002,-45.150002
84.750000,-46.650002,-44.250000
85.949997,-46.950001,-45.750000
85.349998,-45.450001,-45.750000
85.349998,-45.450001,-45.750000
83.849998,-45.150002,-45.750000
84.599998,-45.900002,-44.099998
84.599998,-45.900002,-44.099998
84.150002,-45.750000,-45.150002
85.050003,-45.750000,-45.150002
84.750000,-45.450001,-43.650002
84.750000,-45.450001,-43.650002
84.449997,-46.049999,-44.549999
83.699997,-45.900002,-44.700001
83.699997,-45.900002,-44.700001
85.050003,-46.950001,-45.450001
85.050003,-46.950001,-45.450001
84.150002,-46.650002,-45.150002
84.150002,-46.650002,-45.150002
84.300003,-47.099998,-45.299999
84.900002,-45.900002,-45.000000
84.900002,-45.900002,-45.000000
84.599998,-45.599998,-44.700001
84.599998,-45.599998,-44.700001
84.000000,-45.299999,-45.299999
85.349998,-46.950001,-44.849998
85.349998,-46.950001,-44.849998
83.250000,-46.950001,-45.750000
84.449997,-46.950001,-45.150002
85.349998,-45.750000,-44.849998
85.349998,-45.750000,-44.849998
84.449997,-46.650002,-44.849998
85.050003,-46.349998,-44.250000
85.050003,-46.349998,-44.250000
84.900002,-46.500000,-44.099998
84.449997,-46.049999,-45.150002
84.750000,-46.950001,-45.150002
84.750000,-46.950001,-45.150002
84.900002,-45.299999,-45.000000
84.750000,-46.650002,-45.450001
84.750000,-46.650002,-45.450001
84.150002,-46.650002,-45.450001
84.599998,-46.200001,-45.299999
84.900002,-45.599998,-44.700001
84.900002,-45.599998,-44.700001
85.349998,-45.750000,-44.849998
84.449997,-46.650002,-44.549999
84.449997,-46.650002,-44.549999
84.000000,-46.500000,-45.299999
83.699997,-45.000000,-44.400002
83.849998,-46.349998,-45.450001
83.699997,-45.599998,-45.000000
83.699997,-45.599998,-45.000000
84.300003,-46.799999,-46.500000
84.300003,-46.799999,-46.500000
83.849998,-45.750000,-45.450001
84.900002,-45.900002,-44.400002
84.900002,-45.900002,-44.400002
84.900002,-46.200001,-45.000000
84.000000,-46.200001,-45.299999
84.300003,-47.700001,-44.700001
84.150002,-45.750000,-45.150002
84.150002,-45.750000,-45.150002
84.300003,-45.900002,-45.299999
84.599998,-47.099998,-44.700001
84.599998,-47.099998,-44.700001
84.150002,-46.650002,-46.049999
84.150002,-46.650002,-46.049999
83.550003,-47.250000,-44.549999
83.550003,-47.250000,-44.549999
82.800003,-46.200001,-45.900002
84.900002,-46.200001,-45.000000
84.900002,-46.200001,-45.000000
85.949997,-46.650002,-43.650002
84.750000,-46.349998,-43.950001
84.750000,-46.349998,-43.950001
84.150002,-46.950001,-44.849998
84.750000,-46.049999,-45.450001
84.300003,-46.500000,-45.299999
84.300003,-46.500000,-45.299999
84.750000,-45.450001,-43.349998
83.849998,-45.450001,-44.250000
83.849998,-45.450001,-44.250000
83.250000,-47.250000,-43.950001
83.699997,-46.500000,-45.000000
83.550003,-45.150002,-44.250000
83.550003,-45.150002,-44.250000
85.199997,-46.200001,-45.900002
85.199997,-45.900002,-45.599998
85.199997,-45.900002,-45.599998
85.650002,-46.049999,-44.849998
85.050003,-45.750000,-44.849998
85.050003,-45.750000,-44.849998
84.750000,-46.049999,-45.150002
83.849998,-45.750000,-45.750000
84.599998,-45.599998,-44.400002
84.599998,-45.599998,-44.400002
84.150002,-46.049999,-43.950001
84.150002,-47.849998,-45.750000
84.150002,-47.849998,-45.750000
83.550003,-46.349998,-43.650002
84.300003,-45.900002,-44.400002
85.050003,-45.750000,-44.549999
84.449997,-45.150002,-45.450001
84.449997,-45.150002,-45.450001
83.849998,-46.049999,-45.450001
83.849998,-46.049999,-45.450001
85.949997,-45.150002,-44.849998
84.000000,-45.900002,-44.400002
84.449997,-46.950001,-44.549999
84.750000,-45.450001,-45.750000
84.750000,-45.450001,-45.750000
83.849998,-46.650002,-44.250000
84.599998,-46.200001,-44.700001
84.599998,-46.200001,-44.700001
83.699997,-45.900002,-45.000000
85.050003,-46.349998,-44.549999
85.050003,-46.349998,-44.549999
83.699997,-45.900002,-45.000000
85.650002,-47.250000,-45.450001
85.050003,-46.950001,-45.150002
85.050003,-46.950001,-45.150002
83.849998,-46.049999,-44.849998
85.349998,-46.049999,-44.549999
85.349998,-46.049999,-44.549999
83.849998,-47.849998,-43.950001
84.900002,-47.099998,-45.599998
84.599998,-46.500000,-45.000000
84.599998,-46.500000,-45.000000
84.900002,-46.200001,-44.099998
84.900002,-45.599998,-45.599998
84.900002,-45.599998,-45.599998
84.300003,-45.900002,-44.400002
85.050003,-46.049999,-43.650002
85.050003,-46.049999,-43.650002
84.449997,-46.950001,-44.549999
84.000000,-46.500000,-44.700001
83.699997,-45.599998,-45.000000
83.699997,-45.599998,-45.000000
83.250000,-46.349998,-45.150002
85.050003,-46.349998,-44.549999
85.050003,-46.349998,-44.549999
83.699997,-47.700001,-45.000000
85.050003,-46.650002,-45.150002
84.599998,-45.900002,-45.000000
84.599998,-45.900002,-45.000000
84.300003,-45.599998,-45.900002
84.300003,-46.200001,-45.299999
84.300003,-46.200001,-45.299999
85.199997,-45.900002,-45.299999
85.500000,-45.000000,-44.400002
84.900002,-45.599998,-44.700001
85.650002,-46.049999,-45.750000
85.650002,-46.049999,-45.750000
86.099998,-46.799999,-45.599998
86.099998,-46.799999,-45.599998
86.400002,-45.599998,-45.900002
85.800003,-45.900002,-45.900002
85.800003,-45.900002,-45.900002
86.849998,-44.250000,-45.150002
87.750000,-45.750000,-45.150002
85.949997,-44.849998,-46.349998
88.050003,-46.950001,-46.650002
88.050003,-46.950001,-46.650002
88.199997,-45.000000,-45.299999
87.750000,-44.250000,-45.750000
87.750000,-44.250000,-45.750000
89.099998,-45.599998,-46.500000
90.449997,-45.450001,-45.150002
90.449997,-44.549999,-46.049999
90.449997,-44.549999,-46.049999
91.650002,-43.650002,-44.549999
89.550003,-44.849998,-46.349998
91.349998,-44.250000,-45.750000
91.349998,-44.250000,-45.750000
89.849998,-43.349998,-45.450001
91.349998,-44.250000,-44.849998
91.349998,-44.250000,-44.849998
92.849998,-43.349998,-45.750000
92.099998,-43.799999,-45.000000
92.099998,-43.799999,-45.000000
92.550003,-43.650002,-45.150002
92.849998,-42.750000,-45.750000
92.400002,-43.500000,-43.799999
92.400002,-43.500000,-43.799999
94.199997,-42.299999,-45.599998
94.199997,-42.299999,-45.599998
93.900002,-41.700001,-44.700001
96.000000,-41.700001,-45.299999
97.050003,-41.849998,-44.549999
97.050003,-41.849998,-44.549999
97.050003,-41.849998,-44.549999
97.650002,-40.349998,-45.750000
97.650002,-40.650002,-44.549999
97.650002,-40.650002,-44.549999
99.150002,-39.450001,-45.150002
98.699997,-39.000000,-45.000000
98.699997,-39.000000,-45.000000
98.699997,-39.000000,-45.000000
99.000000,-38.099998,-45.900002
100.500000,-38.400002,-45.000000
99.150002,-38.250000,-46.049999
99.150002,-38.250000,-46.049999
100.949997,-38.250000,-45.750000
101.099998,-37.500000,-45.599998
100.800003,-37.500000,-45.599998
100.800003,-37.500000,-45.599998
100.800003,-37.500000,-45.599998
102.000000,-36.900002,-44.700001
103.800003,-36.599998,-45.900002
103.800003,-36.599998,-45.900002
103.800003,-36.599998,-45.900002
104.400002,-33.299999,-45.299999
103.650002,-32.849998,-46.049999
103.650002,-32.849998,-46.049999
103.650002,-32.849998,-46.049999
105.750000,-30.450001,-45.150002
106.650002,-28.950001,-46.349998
105.900002,-28.799999,-46.500000
105.900002,-28.799999,-46.500000
106.500000,-28.799999,-45.299999
106.349998,-28.350000,-45.450001
107.250000,-27.150000,-45.750000
107.250000,-27.150000,-45.750000
107.250000,-27.150000,-45.750000
107.250000,-27.150000,-45.750000
107.550003,-24.750000,-46.650002
108.300003,-24.600000,-45.000000
108.300003,-22.799999,-46.500000
108.300003,-22.799999,-46.500000
108.750000,-21.450001,-46.049999
108.150002,-20.850000,-46.349998
109.949997,-20.549999,-46.349998
109.949997,-20.549999,-46.349998
109.949997,-20.549999,-46.349998
108.599998,-20.100000,-45.900002
109.349998,-19.350000,-46.650002
108.900002,-18.900000,-45.599998
108.900002,-18.900000,-45.599998
108.449997,-19.650000,-46.049999
109.349998,-18.450001,-46.650002
108.449997,-18.150000,-46.650002
108.449997,-18.150000,-46.650002
108.449997,-18.150000,-46.650002
110.699997,-16.799999,-45.299999
110.400002,-18.000000,-46.799999
110.400002,-17.700001,-46.200001
110.400002,-17.700001,-46.200001
110.099998,-16.200001,-46.500000
111.150002,-14.550000,-46.049999
109.800003,-15.600000,-45.900002
109.800003,-15.600000,-45.900002
109.800003,-15.600000,-45.900002
109.500000,-12.600000,-46.200001
109.500000,-12.300000,-46.200001
109.949997,-12.450000,-46.950001
109.949997,-12.450000,-46.950001
109.949997,-12.450000,-46.950001
108.300003,-13.500000,-46.200001
109.500000,-11.700000,-46.799999
109.650002,-12.150000,-45.750000
109.650002,-12.150000,-45.750000
109.650002,-12.150000,-45.750000
108.750000,-9.750000,-46.650002
109.949997,-9.750000,-46.650002
109.199997,-9.900000,-46.200001
108.900002,-9.300000,-46.200001
108.900002,-9.300000,-46.200001
108.900002,-9.300000,-46.200001
108.000000,-7.800000,-46.200001
108.750000,-6.150000,-46.650002
109.650002,-4.950000,-45.450001
107.400002,-3.300000,-47.099998
107.400002,-3.300000,-47.099998
107.400002,-3.300000,-47.099998
107.550003,-0.150000,-47.549999
106.800003,0.300000,-47.700001
106.349998,1.650000,-46.650002
106.349998,1.650000,-46.650002
106.349998,1.650000,-46.650002
104.849998,4.950000,-47.549999
103.650002,5.250000,-46.650002
103.349998,5.850000,-46.950001
103.349998,5.850000,-46.950001
103.349998,5.850000,-46.950001
101.550003,9.150000,-46.650002
101.250000,9.450000,-48.150002
101.250000,10.650000,-48.150002
101.250000,10.650000,-48.150002
101.250000,10.650000,-48.150002
101.250000,10.650000,-48.150002
99.150002,13.650000,-47.549999
98.250000,14.550000,-47.549999
98.400002,13.500000,-47.700001
98.400002,13.500000,-47.700001
98.400002,13.500000,-47.700001
96.900002,15.000000,-48.299999
96.449997,15.750000,-47.549999
96.300003,16.200001,-47.700001
96.300003,16.200001,-47.700001
96.300003,16.200001,-47.700001
94.050003,16.650000,-47.250000
95.400002,16.200001,-48.299999
95.699997,16.799999,-46.799999
94.800003,17.100000,-46.500000
94.800003,17.100000,-46.500000
94.800003,17.100000,-46.500000
93.900002,17.100000,-46.200001
93.300003,18.000000,-47.099998
93.000000,17.700001,-46.799999
93.000000,17.700001,-46.799999
92.250000,17.250000,-46.650002
91.650002,18.450001,-46.349998
91.650002,18.450001,-46.349998
92.099998,18.299999,-46.799999
92.099998,18.299999,-46.799999
91.349998,17.850000,-46.650002
91.349998,17.850000,-46.650002
91.050003,17.549999,-46.049999
91.050003,17.549999,-46.049999
92.099998,16.500000,-46.500000
91.050003,17.850000,-46.049999
91.050003,17.850000,-46.049999
90.449997,17.250000,-45.750000
91.050003,17.850000,-46.349998
91.199997,18.900000,-45.000000
91.199997,18.900000,-45.000000
91.199997,18.900000,-45.000000
90.449997,18.450001,-45.150002
90.150002,19.650000,-45.150002
89.099998,19.500000,-45.900002
88.349998,19.350000,-45.750000
88.349998,19.350000,-45.750000
87.300003,21.000000,-44.099998
87.449997,19.049999,-44.549999
87.000000,20.100000,-45.299999
87.449997,19.650000,-44.849998
86.550003,21.750000,-44.250000
86.550003,21.750000,-44.250000
86.550003,21.750000,-44.250000
85.949997,20.250000,-44.849998
86.400002,20.400000,-46.200001
85.199997,21.299999,-44.099998
85.199997,21.299999,-44.099998
84.599998,20.400000,-43.799999
84.599998,20.400000,-43.799999
84.150002,20.850000,-43.950001
83.699997,20.400000,-43.200001
83.699997,20.400000,-43.200001
82.800003,22.500000,-42.900002
82.500000,21.600000,-43.500000
81.750000,21.450001,-43.349998
81.750000,21.450001,-43.349998
81.750000,20.549999,-43.049999
82.949997,21.150000,-43.349998
81.000000,22.500000,-43.500000
81.000000,22.500000,-43.500000
80.099998,21.900000,-44.099998
80.099998,21.900000,-44.099998
80.849998,21.450001,-43.650002
80.699997,21.900000,-44.099998
78.900002,21.000000,-44.099998
78.900002,21.000000,-44.099998
79.050003,22.049999,-43.049999
78.900002,22.799999,-43.500000
78.000000,22.500000,-43.200001
78.000000,22.500000,-43.200001
76.500000,21.900000,-42.599998
76.500000,21.900000,-42.599998
75.900002,22.200001,-43.200001
75.000000,22.500000,-42.299999
75.599998,22.200001,-43.200001
75.599998,22.200001,-43.200001
73.199997,21.299999,-43.200001
73.500000,21.900000,-44.400002
72.750000,22.350000,-42.150002
72.750000,22.350000,-42.150002
71.550003,23.549999,-43.349998
71.550003,23.549999,-43.349998
72.449997,22.350000,-43.349998
70.199997,22.799999,-42.900002
70.199997,22.799999,-42.900002
69.750000,22.049999,-43.650002
69.449997,22.049999,-43.349998
67.949997,22.950001,-42.150002
67.949997,22.950001,-42.150002
67.500000,21.299999,-43.799999
67.199997,22.799999,-43.200001
68.699997,22.200001,-42.000000
68.699997,22.200001,-42.000000
67.050003,21.750000,-43.950001
67.050003,21.750000,-43.950001
65.400002,22.799999,-42.900002
64.650002,21.450001,-42.750000
64.650002,21.450001,-42.750000
64.050003,21.450001,-41.549999
65.099998,21.000000,-42.299999
62.849998,21.450001,-42.750000
62.849998,21.450001,-42.750000
62.400002,21.299999,-42.599998
61.950001,19.950001,-42.450001
60.450001,20.549999,-43.349998
60.450001,20.549999,-43.349998
60.450001,21.450001,-42.150002
60.450001,21.450001,-42.150002
60.150002,19.650000,-42.750000
59.250000,18.450001,-42.750000
59.099998,18.900000,-42.000000
59.099998,18.900000,-42.000000
57.750000,18.450001,-41.549999
57.750000,18.450001,-41.549999
57.000000,16.799999,-42.900002
57.000000,16.799999,-42.900002
56.250000,17.850000,-42.150002
56.250000,17.850000,-42.150002
55.349998,15.450000,-41.849998
55.349998,15.450000,-41.849998
54.750000,15.450000,-41.549999
54.750000,14.250000,-41.549999
54.750000,14.250000,-41.549999
52.650002,13.950000,-41.849998
52.349998,12.750000,-41.549999
52.349998,12.750000,-41.549999
52.349998,12.450000,-41.849998
52.200001,12.000000,-40.799999
51.750000,11.850000,-41.549999
51.750000,11.850000,-41.549999
51.750000,11.850000,-41.549999
50.250000,9.150000,-42.150002
49.349998,7.650000,-40.650002
49.349998,7.350000,-41.549999
49.349998,7.350000,-41.549999
49.349998,7.350000,-41.549999
47.250000,4.050000,-42.450001
47.250000,3.150000,-42.450001
47.250000,3.150000,-42.450001
47.250000,3.150000,-42.450001
47.099998,0.600000,-43.200001
47.250000,1.950000,-43.349998
47.250000,0.450000,-41.549999
47.250000,0.450000,-41.549999
47.250000,0.450000,-41.549999
47.849998,-1.950000,-42.450001
45.900002,-1.500000,-41.099998
46.049999,-3.750000,-42.150002
46.049999,-3.750000,-42.150002
45.450001,-5.550000,-43.950001
47.099998,-6.300000,-42.599998
47.099998,-6.300000,-42.599998
47.099998,-6.300000,-42.599998
45.450001,-10.350000,-43.349998
45.450001,-10.350000,-43.349998
45.450001,-10.350000,-43.349998
46.500000,-12.000000,-43.799999
46.349998,-13.350000,-43.650002
46.349998,-13.350000,-43.650002
46.349998,-13.350000,-43.650002
46.950001,-14.850000,-43.049999
47.700001,-15.300000,-42.900002
47.700001,-15.300000,-42.900002
47.700001,-15.300000,-42.900002
46.799999,-17.400000,-43.799999
46.799999,-17.400000,-43.799999
46.799999,-17.400000,-43.799999
49.349998,-20.850000,-43.049999
47.400002,-20.100000,-43.799999
47.400002,-20.100000,-43.799999
48.750000,-21.450001,-45.150002
50.099998,-23.100000,-45.000000
50.099998,-23.100000,-45.000000
50.099998,-23.100000,-45.000000
50.549999,-25.950001,-44.250000
51.450001,-25.950001,-44.250000
51.450001,-25.950001,-44.250000
51.599998,-30.299999,-44.400002
52.650002,-30.150000,-44.849998
52.650002,-30.150000,-44.849998
54.450001,-32.549999,-46.049999
56.099998,-33.299999,-46.200001
55.349998,-32.849998,-46.650002
55.349998,-32.849998,-46.650002
56.400002,-35.400002,-45.900002
56.549999,-35.849998,-46.049999
56.549999,-35.849998,-46.049999
58.799999,-36.599998,-46.799999
57.450001,-37.950001,-46.650002
57.450001,-37.950001,-46.650002
61.049999,-38.250000,-46.650002
59.099998,-39.000000,-45.900002
60.900002,-40.200001,-46.200001
60.900002,-40.200001,-46.200001
63.450001,-40.650002,-46.950001
63.900002,-41.700001,-47.400002
63.450001,-41.849998,-46.349998
65.550003,-41.849998,-46.650002
65.550003,-41.849998,-46.650002
66.750000,-43.049999,-45.450001
67.050003,-43.349998,-46.950001
67.050003,-43.349998,-46.950001
69.449997,-44.549999,-47.849998
70.050003,-45.450001,-46.950001
70.800003,-45.299999,-45.900002
70.800003,-45.299999,-45.900002
72.000000,-45.599998,-46.200001
72.599998,-46.500000,-46.799999
72.599998,-46.500000,-46.799999
72.599998,-46.500000,-46.799999
75.750000,-46.950001,-46.950001
76.199997,-46.799999,-46.799999
76.199997,-46.799999,-46.799999
75.599998,-45.900002,-45.299999
75.599998,-45.900002,-45.299999
75.900002,-46.799999,-47.099998
75.900002,-46.799999,-47.099998
75.150002,-47.549999,-46.650002
75.150002,-47.549999,-46.650002
76.050003,-47.250000,-46.049999
76.050003,-47.250000,-46.049999
78.000000,-48.599998,-46.200001
78.000000,-48.599998,-46.200001
78.599998,-48.299999,-45.900002
78.599998,-48.299999,-45.900002
79.650002,-48.750000,-47.549999
80.400002,-48.000000,-47.099998
80.250000,-47.250000,-46.650002
81.599998,-46.200001,-45.000000
81.599998,-46.200001,-45.000000
83.099998,-47.099998,-46.799999
83.099998,-47.099998,-46.799999
84.900002,-47.700001,-46.500000
84.599998,-47.400002,-48.000000
85.949997,-47.250000,-46.049999
85.949997,-47.250000,-46.049999
85.949997,-47.250000,-46.049999
