x,y,ar,
-42.599998,25.799999,-8.7,-1.02624461501041
-42.299999,25.5,-6.6,-1.02829348575226
-42.75,28.049999,-8.25,-0.990116635551294
-42.900002,27,-6.3,-1.00906027989487
-41.849998,26.549999,-6.45,-1.005459861451
-42.450001,26.25,-7.65,-1.01697557752479
-42.450001,26.25,-7.65,-1.01697557752479
-42.450001,26.25,-7.65,-1.01697557752479
-42.450001,26.25,-7.65,-1.01697557752479
-42.450001,26.25,-7.65,-1.01697557752479
-42.450001,26.25,-7.65,-1.01697557752479
-41.400002,27,-7.5,-0.992894411936983
-41.849998,27.450001,-7.35,-0.990274841810645
-41.25,24.75,-7.35,-1.03037682652431
-42.299999,26.4,-6.6,-1.01283475584851
-42.299999,26.4,-6.6,-1.01283475584851
-42.299999,26.4,-6.6,-1.01283475584851
-40.5,26.4,-6.3,-0.993120378529369
-40.950001,25.65,-7.35,-1.01120985592664
-41.549999,25.65,-7.05,-1.01773260028874
-41.549999,25.65,-7.05,-1.01773260028874
-41.549999,25.65,-7.05,-1.01773260028874
-41.700001,26.1,-7.8,-1.01155060991493
-41.099998,26.1,-7.2,-1.00501226655263
-41.25,27.75,-7.95,-0.978609647245254
-41.25,27.75,-7.95,-0.978609647245254
-41.25,27.75,-7.95,-0.978609647245254
-41.25,27.75,-7.95,-0.978609647245254
-40.200001,26.4,-7.2,-0.989714039411318
-41.549999,26.549999,-7.95,-1.00220057537806
-40.950001,25.65,-7.35,-1.01120985592664
-40.950001,25.65,-7.35,-1.01120985592664
-40.950001,25.65,-7.35,-1.01120985592664
-41.400002,25.200001,-7.5,-1.02400748973707
-39.599998,26.1,-6.6,-0.988056809338426
-40.049999,24.450001,-7.05,-1.02270150935441
-40.950001,24.75,-7.05,-1.02715104207208
-40.950001,24.75,-7.05,-1.02715104207208
-40.950001,24.75,-7.05,-1.02715104207208
-38.25,23.549999,-7.35,-1.01892259271766
-39.299999,21.9,-6.6,-1.06240247551985
-39.450001,22.35,-7.05,-1.05534327187464
-39.450001,22.35,-7.05,-1.05534327187464
-39.450001,22.35,-7.05,-1.05534327187464
-39.450001,22.35,-7.05,-1.05534327187464
-37.950001,19.35,-6.75,-1.09927487543335
-38.700001,21,-7.8,-1.07362470767709
-37.799999,21.6,-7.2,-1.05165020115236
-37.799999,21.6,-7.2,-1.05165020115236
-37.799999,21.6,-7.2,-1.05165020115236
-37.049999,21.450001,-6.75,-1.0460005232265
-36.75,19.35,-6.75,-1.08615018918082
-37.049999,18.450001,-7.35,-1.1087694295206
-37.799999,18.9,-7.5,-1.10714870721208
-37.799999,18.9,-7.5,-1.10714870721208
-37.799999,18.9,-7.5,-1.10714870721208
-36.599998,19.200001,-7.8,-1.0876706180717
-36.299999,19.799999,-6.3,-1.07144961476541
-37.049999,18.450001,-7.95,-1.1087694295206
-36.599998,19.200001,-7.5,-1.0876706180717
-36.599998,19.200001,-7.5,-1.0876706180717
-36.599998,19.200001,-7.5,-1.0876706180717
-36,16.5,-7.8,-1.14103404769821
-35.549999,16.950001,-7.95,-1.12588584352531
-36.450001,16.35,-7.95,-1.1491408352603
-36.450001,16.35,-7.95,-1.1491408352603
-36.450001,16.35,-7.95,-1.1491408352603
-36.450001,16.35,-7.95,-1.1491408352603
-37.349998,14.25,-7.65,-1.20631643414299
-35.700001,14.4,-7.2,-1.18739561147658
-34.200001,13.5,-6.9,-1.19483538290961
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-35.849998,13.35,-6.75,-1.21432026481687
-34.349998,12.75,-8.55,-1.21537972174161
-34.5,11.7,-6.9,-1.24383748615918
-33.299999,12.6,-7.2,-1.20906707533531
-34.799999,11.7,-7.2,-1.24646179014112
-33.599998,11.1,-6.9,-1.2517267133933
-34.950001,10.35,-7.35,-1.28288702226947
-35.549999,10.35,-7.05,-1.2874883548698
-34.5,12.3,-7.2,-1.22832335050577
-33.450001,9.75,-7.35,-1.28717443157473
-33.450001,9.75,-7.35,-1.28717443157473
-33.450001,9.75,-7.35,-1.28717443157473
-33.450001,9.75,-7.35,-1.28717443157473
-33.450001,9.75,-7.35,-1.28717443157473
-33.450001,9.75,-7.35,-1.28717443157473
-33.450001,9.75,-7.35,-1.28717443157473
-34.349998,10.65,-8.55,-1.27015080123336
-33.299999,9.6,-7.2,-1.2901185429957
-32.549999,8.55,-7.05,-1.31392632475187
-33.150002,8.55,-6.45,-1.31837892067659
-34.349998,9.45,-7.35,-1.30232860906697
-34.049999,7.05,-7.95,-1.36663267494873
-34.049999,7.05,-7.95,-1.36663267494873
-34.049999,7.05,-7.95,-1.36663267494873
-34.049999,7.05,-7.95,-1.36663267494873
-34.049999,7.05,-7.95,-1.36663267494873
-33.299999,6.3,-7.2,-1.38381705139095
-33.75,6.15,-7.35,-1.39055174372161
-32.400002,6.3,-8.7,-1.37874832111963
-32.400002,6.3,-8.7,-1.37874832111963
-32.849998,5.85,-7.65,-1.39456161854935
-32.25,4.95,-6.75,-1.41849652652241
-32.25,4.95,-6.75,-1.41849652652241
-33.900002,5.7,-7.8,-1.40421293978225
-33.900002,3.9,-7.2,-1.45625563669683
-33.900002,3.9,-7.2,-1.45625563669683
-33.599998,3.6,-6.6,-1.46406064784059
-33.599998,3.6,-6.6,-1.46406064784059
-33.150002,3.45,-8.25,-1.4670972500331
-33.150002,3.45,-8.25,-1.4670972500331
-33.150002,3.45,-8.25,-1.4670972500331
-34.650002,4.35,-6.15,-1.44590857438174
-34.650002,4.35,-6.15,-1.44590857438174
-34.650002,4.35,-6.15,-1.44590857438174
-33.75,2.55,-7.65,-1.49538405399393
-33.900002,3,-7.2,-1.4825306939905
-33.900002,3,-7.2,-1.4825306939905
-33.900002,3,-7.2,-1.4825306939905
-32.700001,1.2,-7.5,-1.53411554015898
-32.700001,1.2,-7.5,-1.53411554015898
-32.700001,1.2,-7.5,-1.53411554015898
-33.75,-0.15,-7.35,-1.57524074197586
-33.450001,1.05,-8.25,-1.53941649710298
-33.450001,1.05,-8.25,-1.53941649710298
-32.849998,-0.15,-7.35,-1.57536250538338
-33.450001,0.15,-8.85,-1.56631205205414
-33.450001,0.15,-8.85,-1.56631205205414
-32.400002,-0.6,-7.8,-1.58931272772018
-33.450001,-0.15,-8.25,-1.57528060153566
-33.599998,-0.3,-7.5,-1.57972466150615
-33.450001,-1.65,-6.15,-1.62008373031667
-33.450001,-1.65,-6.15,-1.62008373031667
-32.400002,-1.5,-8.1,-1.61705958636757
-33.450001,-1.65,-7.95,-1.62008373031667
-33.450001,-1.65,-7.95,-1.62008373031667
-33,-1.8,-8.1,-1.62528778303563
-33.599998,-2.1,-7.8,-1.63321514049662
-32.700001,-1.8,-8.7,-1.62578670032477
-32.700001,-1.8,-8.7,-1.62578670032477
-32.700001,-2.7,-6.6,-1.65317825487865
-32.849998,-3.15,-7.95,-1.66639445124362
-34.049999,-2.85,-7.95,-1.65430212545386
-34.049999,-2.85,-7.95,-1.65430212545386
-33.900002,-3.9,-7.5,-1.68533701689296
-33.450001,-3.45,-7.35,-1.6735719347242
-34.5,-2.4,-8.7,-1.64024965279022
-34.5,-2.4,-8.7,-1.64024965279022
-33.599998,-4.5,-7.5,-1.70393266217801
-32.849998,-4.95,-7.65,-1.72035607563904
-32.849998,-4.95,-7.65,-1.72035607563904
-32.549999,-4.35,-7.95,-1.70364970434758
-34.349998,-4.05,-8.55,-1.68815843510706
-33.150002,-4.65,-8.85,-1.71015852428285
-33.150002,-4.65,-8.85,-1.71015852428285
-34.349998,-5.25,-7.65,-1.72246108921227
-33.900002,-4.8,-7.5,-1.71145421647094
-33.900002,-4.8,-7.5,-1.71145421647094
-33.900002,-4.8,-7.5,-1.71145421647094
-34.049999,-6.45,-6.75,-1.75800548713773
-34.049999,-6.45,-6.75,-1.75800548713773
-33.150002,-6.15,-6.45,-1.75423117729566
-34.650002,-7.65,-7.35,-1.78808974556682
-35.099998,-6.9,-7.8,-1.76490243560968
-33.900002,-6.3,-7.5,-1.75454084693599
-33.900002,-6.3,-7.5,-1.75454084693599
-34.349998,-6.15,-7.65,-1.7479585705981
-34.349998,-6.15,-7.65,-1.7479585705981
-34.799999,-7.5,-6.9,-1.78306682842913
-34.950001,-7.95,-6.75,-1.79445841608763
-34.950001,-7.95,-6.75,-1.79445841608763
-34.950001,-8.85,-8.85,-1.81880221907262
-34.950001,-9.15,-7.05,-1.82685207262879
-34.349998,-10.05,-7.05,-1.855428674466
-35.099998,-10.8,-6.9,-1.86929527439709
-35.099998,-10.8,-6.9,-1.86929527439709
-35.25,-11.55,-7.35,-1.88743183628741
-36,-11.7,-8.1,-1.88502822587924
-36.450001,-12.45,-8.25,-1.89993590088372
-36.450001,-12.45,-8.25,-1.89993590088372
-36.900002,-13.8,-6.6,-1.92867571392138
-37.5,-15.3,-6.3,-1.95818017456349
-37.200001,-15,-8.4,-1.95408046521709
-37.200001,-15,-8.4,-1.95408046521709
-36.450001,-14.25,-10.05,-1.94347367306917
-37.049999,-15.15,-9.15,-1.95895740031738
-37.650002,-13.65,-10.05,-1.91860731365212
-37.650002,-13.65,-10.05,-1.91860731365212
-36.75,-14.25,-10.05,-1.94070239425145
-37.650002,-15.15,-9.45,-1.95336170799553
-37.650002,-15.15,-9.45,-1.95336170799553
-37.650002,-15.15,-9.45,-1.95336170799553
-37.200001,-16.200001,-7.5,-1.9815133026656
-38.099998,-16.799999,-7.8,-1.98609454654842
-39.450001,-17.25,-8.25,-1.98300727774155
-38.700001,-18.299999,-9,-2.01250385210005
-38.700001,-18.299999,-9,-2.01250385210005
-38.700001,-18.299999,-9,-2.01250385210005
-38.700001,-18.299999,-9,-2.01250385210005
-39.150002,-17.549999,-8.55,-1.99221549334534
-39,-19.200001,-8.7,-2.02827119532977
-39.599998,-18.299999,-9,-2.00368440814882
-40.200001,-18.6,-8.7,-2.00415016639681
-40.200001,-18.6,-8.7,-2.00415016639681
-40.200001,-18.6,-8.7,-2.00415016639681
-40.200001,-18.6,-8.7,-2.00415016639681
-39.299999,-19.5,-9,-2.03138585148448
-41.549999,-20.25,-7.95,-2.02428464313799
-41.25,-19.049999,-7.35,-2.00343465650997
-41.25,-20.549999,-8.55,-2.03298831332591
-41.400002,-20.700001,-8.4,-2.0344439357957
-40.5,-21,-9,-2.04914875817355
-41.700001,-21.299999,-6.6,-2.04303968388838
-41.549999,-21.450001,-7.95,-2.04735572910444
-41.549999,-21.450001,-7.95,-2.04735572910444
-41.549999,-21.450001,-7.95,-2.04735572910444
-41.549999,-21.450001,-7.95,-2.04735572910444
-41.549999,-21.450001,-7.95,-2.04735572910444
-41.549999,-21.450001,-7.95,-2.04735572910444
-41.549999,-21.450001,-7.95,-2.04735572910444
-43.049999,-22.65,-8.25,-2.05513064914735
-43.200001,-24.299999,-8.7,-2.08318575963009
-43.349998,-23.549999,-8.25,-2.06844443480891
-43.349998,-24.450001,-7.65,-2.0843350604205
-43.950001,-22.950001,-7.95,-2.05203346974584
-43.950001,-22.950001,-7.95,-2.05203346974584
-43.950001,-22.950001,-7.95,-2.05203346974584
-43.950001,-22.950001,-7.95,-2.05203346974584
-44.549999,-24.75,-8.25,-2.07789484071649
-43.5,-24.299999,-7.5,-2.08023399068635
-44.400002,-24.299999,-8.1,-2.07156212191113
-44.400002,-24.299999,-8.1,-2.07156212191113
-44.400002,-24.299999,-8.1,-2.07156212191113
-44.400002,-24.299999,-8.1,-2.07156212191113
-45.75,-25.35,-7.95,-2.07678062552018
-46.049999,-25.35,-7.95,-2.0740145937601
-45.450001,-25.35,-8.25,-2.07957455149042
-46.5,-26.1,-7.8,-2.08226638803892
-46.5,-26.1,-7.8,-2.08226638803892
-46.5,-26.1,-7.8,-2.08226638803892
-46.5,-26.1,-7.8,-2.08226638803892
-45.75,-25.65,-7.5,-2.08178370047182
-46.799999,-27,-7.5,-2.09407465817585
-46.5,-27,-7.5,-2.09686274579166
-47.549999,-25.950001,-7.05,-2.07036406799424
-47.400002,-27.6,-7.5,-2.09808335546129
-47.400002,-27.6,-7.5,-2.09808335546129
-47.400002,-27.6,-7.5,-2.09808335546129
-47.549999,-27.15,-7.65,-2.08960266077954
-47.099998,-27.6,-8.1,-2.10084863926593
-48.900002,-27.9,-8.1,-2.08928148500031
-48.599998,-27.6,-6.9,-2.08727934916286
-49.049999,-26.549999,-7.35,-2.06692347735035
-49.049999,-26.549999,-7.35,-2.06692347735035
-49.049999,-26.549999,-7.35,-2.06692347735035
-49.049999,-26.549999,-7.35,-2.06692347735035
-49.049999,-26.549999,-7.35,-2.06692347735035
-48.900002,-28.799999,-7.2,-2.10305641025104
-50.099998,-29.1,-7.8,-2.09700720917789
-49.5,-30.299999,-8.4,-2.12008082836
-50.400002,-28.200001,-7.2,-2.08092206534782
-49.349998,-28.049999,-7.65,-2.08764811743402
-48.75,-28.049999,-7.65,-2.09291959182626
-48.75,-28.049999,-7.65,-2.09291959182626
-48.75,-28.049999,-7.65,-2.09291959182626
-48.75,-28.049999,-7.65,-2.09291959182626
-51.900002,-27.9,-7.5,-2.06404802458007
-52.200001,-29.700001,-6.9,-2.08808371336051
-51.75,-29.85,-7.95,-2.09399100191745
-51.900002,-29.1,-7.8,-2.08181252242275
-51.900002,-29.1,-7.8,-2.08181252242275
-51.900002,-29.1,-7.8,-2.08181252242275
-51.900002,-29.1,-7.8,-2.08181252242275
-52.650002,-29.549999,-7.05,-2.08223840255738
-52.799999,-30.6,-7.8,-2.09603993466563
-52.5,-29.1,-6.3,-2.07692395770587
-52.5,-29.1,-6.3,-2.07692395770587
-52.5,-29.1,-6.3,-2.07692395770587
-52.5,-29.1,-6.3,-2.07692395770587
-52.950001,-30.15,-7.05,-2.08841571654964
-53.700001,-29.700001,-7.2,-2.07599550461168
-53.549999,-31.049999,-7.65,-2.09625434413176
-54.450001,-31.049999,-6.15,-2.08905194756486
-53.849998,-29.85,-7.35,-2.076948325685
-53.849998,-29.85,-7.35,-2.076948325685
-53.849998,-29.85,-7.35,-2.076948325685
-53.849998,-29.85,-7.35,-2.076948325685
-53.849998,-29.85,-7.35,-2.076948325685
-54.900002,-29.700001,-6.3,-2.06669081707596
-55.200001,-31.200001,-6.9,-2.08524764582336
-54.299999,-29.700001,-6.6,-2.07130361146887
-56.700001,-30,-6.3,-2.0574524197862
-54.75,-30.15,-6.75,-2.07416524475035
-55.5,-30.299999,-7.2,-2.07052167902903
-55.5,-30.299999,-7.2,-2.07052167902903
-55.5,-30.299999,-7.2,-2.07052167902903
-55.5,-30.299999,-7.2,-2.07052167902903
-55.5,-30.299999,-7.2,-2.07052167902903
-55.5,-30.299999,-7.2,-2.07052167902903
-56.549999,-30.450001,-5.55,-2.06473771680485
-56.549999,-31.35,-6.45,-2.076993532035
-57.75,-30.450001,-7.35,-2.05602333291137
-57.599998,-30.9,-6.3,-2.06318346834673
-57.450001,-30.450001,-6.75,-2.05817529630625
-58.5,-31.5,-7.2,-2.06473769571448
-58.5,-31.5,-7.2,-2.06473769571448
-58.5,-31.5,-7.2,-2.06473769571448
-58.5,-31.5,-7.2,-2.06473769571448
-58.200001,-31.200001,-6.9,-2.06289155015742
-58.650002,-30.75,-6.45,-2.05369179772332
-57.299999,-30.6,-6.3,-2.06129699086363
-59.400002,-32.400002,-6.6,-2.07014306027026
-59.849998,-31.049999,-6.45,-2.04936820128071
-59.099998,-31.799999,-6.3,-2.06443494165168
-59.25,-31.950001,-7.05,-2.0653413911797
-59.25,-31.950001,-7.05,-2.0653413911797
-59.25,-31.950001,-7.05,-2.0653413911797
-59.25,-31.950001,-7.05,-2.0653413911797
-59.25,-31.950001,-7.05,-2.0653413911797
-59.25,-31.950001,-7.05,-2.0653413911797
-60.150002,-31.049999,-6.75,-2.04732723988349
-60,-33.299999,-6.6,-2.07747019002079
-60,-31.5,-6.9,-2.0542433283621
-60.150002,-32.549999,-6.15,-2.06681728566619
-61.200001,-32.099998,-6.6,-2.05385893934776
-58.650002,-32.549999,-5.85,-2.0774603988451
-58.650002,-32.549999,-5.85,-2.0774603988451
-58.650002,-32.549999,-5.85,-2.0774603988451
-58.650002,-32.549999,-5.85,-2.0774603988451
-58.650002,-32.549999,-5.85,-2.0774603988451
-58.650002,-32.549999,-5.85,-2.0774603988451
-60.75,-30.75,-6.45,-2.03937000432413
-60.900002,-31.5,-7.5,-2.04814169576734
-61.650002,-33.150002,-6.75,-2.06415715588925
-61.650002,-31.35,-5.55,-2.04123334309739
-62.25,-32.549999,-6.15,-2.05258901844248
-61.049999,-31.950001,-6.45,-2.05294233196326
-62.549999,-31.65,-7.05,-2.03922859471955
-62.549999,-31.65,-7.05,-2.03922859471955
-62.549999,-31.65,-7.05,-2.03922859471955
-62.549999,-31.65,-7.05,-2.03922859471955
-62.549999,-31.65,-7.05,-2.03922859471955
-62.25,-32.549999,-7.65,-2.05258901844248
-62.849998,-31.049999,-7.35,-2.02965928315973
-62.700001,-31.5,-8.7,-2.03635597295688
-61.349998,-30.75,-5.85,-2.03542146564993
-62.700001,-31.5,-6.9,-2.03635597295688
-62.700001,-32.400002,-6.6,-2.0477511537152
-61.799999,-32.099998,-6.6,-2.04985695448526
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.549999,-31.049999,-6.75,-2.03156209293378
-62.700001,-32.099998,-6.6,-2.04396742564616
-63.450001,-32.25,-6.45,-2.04104138318852
-62.549999,-31.35,-6.45,-2.03540271467684
-62.849998,-31.049999,-7.65,-2.02965928315973
-61.799999,-30.299999,-6.6,-2.02664681620348
-62.549999,-30.75,-7.65,-2.02770679670506
-62.549999,-31.35,-6.15,-2.03540271467684
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.950001,-31.049999,-8.25,-2.03541197033703
-61.5,-31.5,-6.6,-2.04415236862981
-62.700001,-32.099998,-7.2,-2.04396742564616
-63.599998,-31.200001,-8.4,-2.02686834825211
-63,-31.799999,-7.2,-2.03824618619106
-62.549999,-31.65,-6.45,-2.03922859471955
-61.650002,-31.65,-7.05,-2.04509211647301
-63.299999,-31.5,-6.6,-2.03254641116739
-63,-32.400002,-6.6,-2.0458071081658
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.65,-6.75,-2.04312259274786
-61.950001,-31.65,-6.75,-2.04312259274786
-62.099998,-31.5,-6.6,-2.04022423123265
-63,-32.400002,-7.2,-2.0458071081658
-62.099998,-31.5,-7.2,-2.04022423123265
-63,-30.6,-7.5,-2.02295018908067
-62.25,-32.549999,-7.35,-2.05258901844248
-61.349998,-30.75,-7.05,-2.03542146564993
-62.25,-31.35,-7.35,-2.03733131949446
-63.450001,-31.049999,-6.75,-2.02589711642523
-63.450001,-31.049999,-6.75,-2.02589711642523
-63.450001,-31.049999,-6.75,-2.02589711642523
-63.450001,-31.049999,-6.75,-2.02589711642523
-63.450001,-31.049999,-6.75,-2.02589711642523
-63.450001,-31.049999,-6.75,-2.02589711642523
-63.150002,-31.950001,-7.35,-2.03918323665543
-61.950001,-31.950001,-5.85,-2.04695531990719
-62.849998,-31.65,-7.35,-2.03730380732162
-62.099998,-31.799999,-6,-2.04405902440356
-63,-31.5,-7.8,-2.0344439357957
-62.400002,-31.799999,-7.8,-2.04210659537717
-63.299999,-31.799999,-7.8,-2.03633786664788
-61.799999,-31.200001,-7.2,-2.03831990478298
-61.799999,-31.200001,-7.2,-2.03831990478298
-61.799999,-31.200001,-7.2,-2.03831990478298
-61.799999,-31.200001,-7.2,-2.03831990478298
-61.799999,-31.200001,-7.2,-2.03831990478298
-61.799999,-31.200001,-7.2,-2.03831990478298
-62.25,-32.849998,-6.75,-2.05636604168221
-62.400002,-31.5,-7.5,-2.03828267563874
-62.400002,-31.5,-6.6,-2.03828267563874
-63,-31.200001,-7.8,-2.0306271731834
-63,-31.799999,-7.5,-2.03824618619106
-63,-31.799999,-7.5,-2.03824618619106
-63,-31.799999,-7.5,-2.03824618619106
-63,-31.799999,-7.5,-2.03824618619106
-63,-31.799999,-7.5,-2.03824618619106
-61.799999,-32.099998,-6,-2.04985695448526
-63.150002,-31.049999,-5.25,-2.02777098762289
-63.150002,-32.549999,-7.35,-2.04671902564022
-61.799999,-31.5,-6,-2.04218073187664
-62.700001,-30.9,-7.2,-2.02868583572062
-62.700001,-30.9,-7.2,-2.02868583572062
-62.700001,-30.9,-7.2,-2.02868583572062
-62.700001,-30.9,-7.2,-2.02868583572062
-62.700001,-30.9,-7.2,-2.02868583572062
-63,-31.5,-8.1,-2.0344439357957
-63.900002,-31.200001,-7.2,-2.02501025368634
-63.150002,-31.950001,-6.45,-2.03918323665543
-62.25,-31.950001,-7.35,-2.04499005799158
-61.349998,-30.15,-6.75,-2.02757457687111
-62.549999,-31.65,-6.15,-2.03922859471955
-61.5,-31.799999,-6.9,-2.04800898233812
-61.5,-31.799999,-6.9,-2.04800898233812
-61.5,-31.799999,-6.9,-2.04800898233812
-61.5,-31.799999,-6.9,-2.04800898233812
-61.5,-31.799999,-6.9,-2.04800898233812
-63.299999,-31.5,-6.3,-2.03254641116739
-61.349998,-30.75,-7.95,-2.03542146564993
-61.349998,-31.65,-7.05,-2.04707690187689
-63,-32.700001,-6.3,-2.04956566893046
-63,-32.700001,-6.3,-2.04956566893046
-63,-32.700001,-6.3,-2.04956566893046
-63,-32.700001,-6.3,-2.04956566893046
-63,-32.700001,-6.3,-2.04956566893046
-63.150002,-31.35,-5.25,-2.03158950657648
-62.549999,-31.950001,-5.85,-2.04303973177717
-64.050003,-32.549999,-7.35,-2.04097975911599
-61.950001,-31.049999,-7.35,-2.03541197033703
-61.950001,-30.75,-7.35,-2.03153414126521
-62.700001,-32.400002,-6.6,-2.0477511537152
-62.700001,-32.400002,-6.6,-2.0477511537152
-62.700001,-32.400002,-6.6,-2.0477511537152
-62.700001,-32.400002,-6.6,-2.0477511537152
-62.400002,-32.400002,-6.6,-2.04970993747958
-63.299999,-31.5,-6.3,-2.03254641116739
-62.700001,-31.200001,-8.1,-2.03252823574932
-62.099998,-31.5,-6.6,-2.04022423123265
-62.549999,-32.25,-6.75,-2.04683606294271
-62.549999,-32.25,-6.75,-2.04683606294271
-62.549999,-32.25,-6.75,-2.04683606294271
-63.299999,-31.200001,-6.9,-2.02874059455816
-61.650002,-32.25,-6.75,-2.05276395558253
-61.799999,-31.799999,-7.2,-2.0460264231938
-61.799999,-31.799999,-7.2,-2.0460264231938
-62.549999,-31.35,-6.45,-2.03540271467684
-61.200001,-32.099998,-7.5,-2.05385893934776
-61.650002,-32.849998,-6.15,-2.06037468292261
-63.150002,-31.65,-7.35,-2.03539359044027
-63.150002,-31.65,-7.35,-2.03539359044027
-63.150002,-31.65,-7.35,-2.03539359044027
-63.299999,-32.099998,-6,-2.04011493374548
-61.349998,-31.35,-6.75,-2.04320711319167
-63.450001,-31.950001,-6.45,-2.03727679564924
-64.349998,-30.75,-7.35,-2.01657190928975
-64.349998,-30.75,-7.35,-2.01657190928975
-64.349998,-30.75,-7.35,-2.01657190928975
-62.25,-31.049999,-7.05,-2.03347960307653
-62.549999,-31.35,-6.45,-2.03540271467684
-64.199997,-33,-6.3,-2.0455959088209
-64.199997,-33,-6.3,-2.0455959088209
-64.199997,-33,-6.3,-2.0455959088209
-63.150002,-31.65,-6.45,-2.03539359044027
-62.849998,-31.35,-7.05,-2.03348883895896
-63.450001,-31.35,-6.75,-2.02970462852716
-63.450001,-31.35,-6.75,-2.02970462852716
-63.450001,-31.35,-6.75,-2.02970462852716
-61.349998,-32.25,-7.05,-2.05477028784774
-62.400002,-30.299999,-6.3,-2.02283901535874
-62.400002,-30.299999,-6.3,-2.02283901535874
-62.400002,-30.299999,-6.3,-2.02283901535874
-62.400002,-30.299999,-6.3,-2.02283901535874
-63.150002,-31.65,-8.25,-2.03539359044027
-63,-31.799999,-7.5,-2.03824618619106
-63,-30.9,-7.2,-2.02679590136016
-63,-30.9,-7.2,-2.02679590136016
-63,-30.9,-7.2,-2.02679590136016
-61.650002,-31.35,-6.75,-2.04123334309739
-62.549999,-30.450001,-6.15,-2.02383683113876
-62.25,-31.65,-6.75,-2.04116813800345
-62.25,-31.65,-6.75,-2.04116813800345
-62.25,-31.65,-6.75,-2.04116813800345
-63.299999,-31.5,-6.9,-2.03254641116739
-62.25,-31.049999,-6.75,-2.03347960307653
-62.849998,-31.35,-6.45,-2.03348883895896
-62.549999,-31.049999,-6.45,-2.03156209293378
-62.549999,-31.049999,-6.45,-2.03156209293378
-62.549999,-31.049999,-6.45,-2.03156209293378
-62.549999,-31.049999,-6.45,-2.03156209293378
-62.549999,-31.049999,-6.45,-2.03156209293378
-63,-30.6,-6.3,-2.02295018908067
-63.900002,-31.5,-7.8,-2.02879426597945
-62.099998,-31.5,-6.6,-2.04022423123265
-62.700001,-32.099998,-7.5,-2.04396742564616
-62.099998,-31.200001,-7.5,-2.03637446110519
-63.299999,-30.9,-7.5,-2.02492042042979
-63.299999,-30.9,-7.5,-2.02492042042979
-63.299999,-30.9,-7.5,-2.02492042042979
-63.299999,-30.9,-7.5,-2.02492042042979
-62.400002,-32.400002,-6.6,-2.04970993747958
-63.450001,-31.65,-6.45,-2.03349785598899
-62.25,-31.35,-6.75,-2.03733131949446
-62.549999,-30.15,-7.65,-2.01995220298341
-63,-31.200001,-7.2,-2.0306271731834
-61.950001,-30.15,-7.65,-2.02373353082308
-62.549999,-30.75,-7.95,-2.02770679670506
-62.549999,-30.75,-7.95,-2.02770679670506
-62.549999,-30.75,-7.95,-2.02770679670506
-62.549999,-30.75,-7.95,-2.02770679670506
-62.549999,-30.75,-7.95,-2.02770679670506
-62.700001,-31.799999,-6.3,-2.04016904496379
-61.799999,-30.6,-5.7,-2.03055291128358
