x,y,ar,
-59.700001,-30.6,-9.9,-2.04444359568305
-59.700001,-30.6,-9.9,-2.04444359568305
-59.700001,-30.6,-9.9,-2.04444359568305
-59.700001,-30.6,-9.9,-2.04444359568305
-61.950001,-31.049999,-10.35,-2.03541197033703
-61.799999,-30.9,-9.9,-2.03444394226819
-61.650002,-30.450001,-9.45,-2.02956592586494
-62.25,-31.049999,-10.65,-2.03347960307653
-61.799999,-31.5,-9.6,-2.04218073187664
-61.950001,-31.35,-9.15,-2.03927480958637
-62.549999,-30.75,-11.55,-2.02770679670506
-63,-30.6,-9.6,-2.02295018908067
-62.099998,-31.200001,-10.2,-2.03637446110519
-62.400002,-30,-9.9,-2.01894128935442
-62.400002,-30,-9.9,-2.01894128935442
-62.400002,-30,-9.9,-2.01894128935442
-62.400002,-30,-9.9,-2.01894128935442
-62.400002,-30,-9.9,-2.01894128935442
-62.400002,-30,-9.9,-2.01894128935442
-62.400002,-30,-9.9,-2.01894128935442
-63.150002,-30.75,-10.05,-2.02393810165019
-63.150002,-29.25,-8.85,-2.00455889903242
-62.849998,-30.450001,-8.85,-2.02195661795967
-62.849998,-30.450001,-8.85,-2.02195661795967
-63.900002,-31.200001,-9.6,-2.02501025368634
-64.800003,-30.6,-9.6,-2.01197578933396
-63.450001,-30.15,-9.75,-2.01438931210194
-63.450001,-29.549999,-9.15,-2.00664666819592
-63.450001,-29.549999,-9.15,-2.00664666819592
-63.450001,-29.549999,-9.15,-2.00664666819592
-63.450001,-29.549999,-9.15,-2.00664666819592
-63.450001,-29.549999,-9.15,-2.00664666819592
-63.450001,-29.549999,-9.15,-2.00664666819592
-64.650002,-28.950001,-10.65,-1.99181574826885
-63.450001,-30.450001,-9.45,-2.01823945057151
-64.5,-29.700001,-9,-2.0023188985102
-63.75,-29.25,-10.35,-2.00096362814566
-63.599998,-29.4,-10.5,-2.00380220039574
-65.550003,-31.65,-8.85,-2.02061991375362
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-65.550003,-29.549999,-9.45,-1.99431606529405
-66.900002,-30.6,-9.6,-1.99978627468745
-67.349998,-30.75,-9.75,-1.99910055659867
-67.199997,-29.700001,-10.2,-1.9869477198081
-66.150002,-29.549999,-9.75,-1.99091257896233
-65.849998,-30.450001,-8.85,-2.0039261479819
-67.5,-29.700001,-10.5,-1.98530321379156
-67.800003,-30.299999,-9.9,-1.99107148608415
-67.800003,-30.299999,-9.9,-1.99107148608415
-67.800003,-30.299999,-9.9,-1.99107148608415
-67.800003,-30.299999,-9.9,-1.99107148608415
-67.800003,-30.299999,-9.9,-1.99107148608415
-67.800003,-30.299999,-9.9,-1.99107148608415
-68.25,-30.15,-9.45,-1.98677530395239
-67.349998,-29.85,-10.65,-1.98798696916927
-67.349998,-30.15,-10.35,-1.99170383954388
-69.449997,-30.450001,-9.45,-1.98399963796036
-67.349998,-30.450001,-10.35,-1.99540839432875
-67.650002,-28.950001,-9.75,-1.97515278302602
-68.099998,-30.9,-10.2,-1.99675982044586
-67.5,-29.700001,-10.5,-1.98530321379156
-67.949997,-28.950001,-9.45,-1.97355481135903
-67.650002,-29.549999,-10.05,-1.98262501163383
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-67.800003,-30,-10.2,-1.98737725610665
-69,-29.4,-10.2,-1.97358727583454
-68.25,-30.15,-10.35,-1.98677530395239
-70.199997,-30.6,-10.2,-1.98186088983854
-67.199997,-30.6,-10.2,-1.99809633161392
-67.650002,-29.549999,-10.35,-1.98262501163383
-69.75,-29.85,-8.85,-1.97516890232705
-70.5,-29.4,-10.2,-1.96588956128909
-68.849998,-29.85,-9.75,-1.97988757406049
-69.300003,-29.700001,-10.5,-1.97568810959687
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-69.449997,-29.549999,-10.05,-1.97307851903398
-73.800003,-29.4,-10.8,-1.94990016630666
-73.050003,-29.25,-9.45,-1.95165667202154
-72.75,-28.65,-11.85,-1.94595897137347
-72.900002,-28.799999,-10.5,-1.94703831619152
-72,-28.799999,-11.4,-1.95130269193408
-73.050003,-30.450001,-10.05,-1.96573323741944
-72.900002,-29.1,-10.2,-1.9505929713723
-73.949997,-28.950001,-10.95,-1.94393702606352
-72.599998,-29.700001,-9.9,-1.95911506642084
-73.5,-27.9,-10.8,-1.93358662704656
-73.650002,-30.15,-10.05,-1.95935292300032
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-72.900002,-29.700001,-9.6,-1.95767204670457
-75.300003,-28.200001,-10.8,-1.92913031443208
-76.199997,-27.6,-11.4,-1.91830232152191
-77.25,-27.75,-10.65,-1.91566414957583
-75.900002,-27.299999,-9.6,-1.91607193211866
-76.5,-27.6,-10.8,-1.91704606247822
-77.400002,-26.700001,-11.4,-1.90297524368897
-76.800003,-28.5,-10.2,-1.92613793646982
-76.800003,-26.1,-11.4,-1.89839475584474
-78.599998,-27.6,-11.1,-1.90849086826234
-77.400002,-26.700001,-11.4,-1.90297524368897
-78,-27.6,-12.3,-1.91089344630466
-78,-26.4,-12.6,-1.89715514350166
-78,-27.299999,-11.4,-1.90747113476023
-78.900002,-25.799999,-11.1,-1.88683263873419
-78,-26.4,-10.5,-1.89715514350166
-78.599998,-26.1,-12,-1.89140141393051
-78.449997,-27.15,-11.25,-1.90397496690751
-78.449997,-27.15,-11.25,-1.90397496690751
-78.449997,-27.15,-11.25,-1.90397496690751
-78.449997,-27.15,-11.25,-1.90397496690751
-78.449997,-27.15,-11.25,-1.90397496690751
-78.449997,-27.15,-11.25,-1.90397496690751
-78.449997,-27.15,-11.25,-1.90397496690751
-79.199997,-25.799999,-11.1,-1.88571327432237
-80.25,-25.35,-11.55,-1.87676465163899
-80.099998,-26.1,-10.8,-1.88579023461075
-79.800003,-26.700001,-9.9,-1.89367427638742
-80.25,-25.950001,-11.85,-1.88354826022945
-80.25,-26.85,-11.85,-1.89366795695506
-82.5,-24.9,-10.2,-1.86392034213548
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-81.150002,-26.25,-11.55,-1.88364833243779
-85.050003,-21.15,-10.05,-1.81452965229225
-86.25,-22.65,-9.15,-1.82760634318103
-85.050003,-19.950001,-9.45,-1.80119876615586
-87,-20.1,-9,-1.79784700058005
-85.5,-20.700001,-10.8,-1.80833096973882
-85.800003,-19.5,-9.6,-1.79427292037924
-85.949997,-19.950001,-10.35,-1.79886940287633
-86.25,-19.65,-9.45,-1.79479904588774
-86.25,-19.950001,-8.85,-1.79810318682648
-87.75,-18.450001,-9.75,-1.77803409942984
-88.349998,-16.65,-9.75,-1.75706669532541
-86.849998,-17.549999,-9.45,-1.77018390929079
-89.099998,-16.799999,-9.3,-1.75716052985237
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-88.349998,-16.049999,-8.85,-1.75050040978129
-91.349998,-11.55,-7.95,-1.69656575028005
-92.400002,-9.9,-8.4,-1.67753199715124
-92.699997,-10.8,-7.2,-1.68677831499511
-91.199997,-10.2,-8.4,-1.68217557313754
-90.599998,-10.2,-7.2,-1.68290703777149
-92.550003,-8.55,-8.55,-1.66291734382648
-91.949997,-9.15,-8.85,-1.66998040815666
-91.949997,-9.15,-8.85,-1.66998040815666
-91.949997,-9.15,-8.85,-1.66998040815666
-91.949997,-9.15,-8.85,-1.66998040815666
-91.650002,-6.75,-8.85,-1.64431334563695
-92.550003,-7.05,-7.65,-1.64682453701602
-92.099998,-7.2,-7.5,-1.64881354912068
-91.5,-6.6,-6.9,-1.64280276630326
-91.5,-6.6,-6.9,-1.64280276630326
-91.5,-6.6,-6.9,-1.64280276630326
-91.5,-6.6,-6.9,-1.64280276630326
-91.5,-6.6,-6.9,-1.64280276630326
-91.5,-6.6,-6.9,-1.64280276630326
-93.449997,-3.75,-7.35,-1.61090322033185
-93.449997,-3.45,-7.65,-1.60769770721082
-93.599998,-4.5,-8.1,-1.61883626066757
-93.150002,-4.95,-7.35,-1.62388648661611
-93.900002,-4.5,-6.9,-1.61868301131496
-94.349998,-4.65,-8.25,-1.62004106100474
-93.300003,-3.6,-7.2,-1.60936240285743
-93.900002,-2.7,-7.8,-1.59954239919664
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-93.300003,-3,-8.4,-1.60293959199211
-94.800003,-0.9,-7.2,-1.58028971217515
-94.199997,-1.8,-7.8,-1.58990228252166
-94.349998,-0.75,-7.65,-1.57874528513455
-93.150002,-1.05,-7.35,-1.58206799087902
-93.900002,-1.2,-6.6,-1.58357518360063
-94.5,-0.3,-7.5,-1.5739709193049
-94.800003,1.2,-7.5,-1.55813877536136
-92.550003,-1.05,-8.55,-1.58214105850263
-93.449997,0.45,-7.05,-1.56598095455017
-94.050003,-0.15,-7.05,-1.57239122172345
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.349998,1.35,-7.35,-1.55648887675832
-94.650002,2.85,-7.95,-1.54069448767066
-94.800003,1.5,-7.8,-1.55497486275392
-93,4.2,-7.5,-1.52566570174015
-94.5,4.2,-6.9,-1.52638111154799
-95.099998,3.9,-7.5,-1.52980982862019
-94.650002,3.45,-7.35,-1.5343623780943
-94.5,3.6,-7.8,-1.53271950120509
-94.650002,4.65,-7.05,-1.52170742837193
-94.650002,4.65,-7.05,-1.52170742837193
-94.650002,4.65,-7.05,-1.52170742837193
-94.650002,4.65,-7.05,-1.52170742837193
-94.650002,4.65,-7.05,-1.52170742837193
-94.650002,4.65,-7.05,-1.52170742837193
-94.650002,4.65,-7.05,-1.52170742837193
-93.900002,7.2,-5.7,-1.49426875671388
-95.400002,6.9,-6.6,-1.49859500900746
-94.800003,3.9,-7.5,-1.52968027257508
-94.650002,5.85,-6.75,-1.50906819386583
-94.199997,6.3,-6.9,-1.5040167890988
-94.5,5.4,-7.2,-1.51371554438863
-94.349998,6.45,-7.05,-1.50254004332375
-95.099998,6.9,-7.5,-1.49836803603392
-94.650002,7.95,-7.95,-1.48699935905792
-93.900002,6.6,-6.9,-1.50062419452832
-93.900002,7.5,-6.9,-1.4910933268994
-93.900002,7.5,-6.9,-1.4910933268994
-93.900002,7.5,-6.9,-1.4910933268994
-93.900002,7.5,-6.9,-1.4910933268994
-93.900002,7.5,-6.9,-1.4910933268994
-93.900002,7.5,-6.9,-1.4910933268994
-93.900002,7.5,-6.9,-1.4910933268994
-94.949997,8.85,-6.9,-1.47785788749907
-93.150002,9.15,-7.05,-1.47288178079672
-94.800003,9,-7.2,-1.47614330920331
-95.699997,9,-6.3,-1.47702822401965
-94.650002,8.85,-7.35,-1.47756501864897
-94.199997,8.7,-6.6,-1.47870089359264
-93.599998,9,-6.3,-1.47493717764914
-95.550003,7.65,-6.75,-1.49090394887155
-94.800003,9,-6.3,-1.47614330920331
-95.400002,9,-6.6,-1.47673509412723
-94.800003,9.6,-7.2,-1.46987454529969
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-94.349998,9.45,-6.75,-1.47097026625304
-93.900002,9.9,-6.6,-1.46575308395085
-94.949997,10.95,-7.35,-1.45597968060508
-94.050003,10.95,-7.05,-1.45489073200296
-94.5,9.9,-7.2,-1.46641517384457
-93.449997,10.65,-7.05,-1.4573212158433
-94.050003,12.15,-6.45,-1.44232128898397
-94.5,11.1,-6,-1.45387177821048
-93.900002,10.8,-6.3,-1.45628353653742
-94.5,11.7,-5.7,-1.44761366465362
-93.900002,12.3,-6.6,-1.44054749361081
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.300003,12.6,-6.6,-1.43656023518468
-93.150002,16.65,-6.75,-1.39392027832432
-93.75,15.15,-6.15,-1.41058139278065
-93,15.9,-6.9,-1.40146576053303
-92.699997,15.9,-7.2,-1.400928224386
-92.550003,16.35,-6.45,-1.39593922209931
-92.400002,16.799999,-6.9,-1.39094284128813
-93.150002,16.35,-6.75,-1.39704291104445
-93.599998,17.1,-6.6,-1.39009679973801
-91.800003,17.700001,-6.9,-1.38032324476405
-91.800003,17.700001,-6.9,-1.38032324476405
-91.800003,17.700001,-6.9,-1.38032324476405
-91.800003,17.700001,-6.9,-1.38032324476405
-91.800003,17.700001,-6.9,-1.38032324476405
-91.800003,17.700001,-6.9,-1.38032324476405
-91.650002,18.75,-6.15,-1.3689982839499
-91.650002,20.25,-6.75,-1.35334076679124
-91.650002,18.75,-7.05,-1.3689982839499
-90.900002,20.700001,-6.6,-1.3468918209692
-91.949997,19.65,-6.45,-1.36026008991073
-92.550003,19.950001,-7.05,-1.35848577242182
-89.849998,21.15,-7.35,-1.33961260541164
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-90.150002,22.049999,-7.35,-1.33091367590944
-89.400002,23.1,-7.8,-1.31793761154951
-90,23.4,-7.2,-1.31642826824163
-89.699997,23.1,-6.9,-1.31874785979078
-89.099998,24.6,-7.5,-1.3014130552473
-88.949997,25.049999,-7.35,-1.29628706373943
-88.050003,25.35,-6.45,-1.29047284331731
-89.25,24.15,-6.75,-1.30653630688157
-88.349998,26.85,-7.65,-1.27576088873647
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-87.75,25.35,-7.05,-1.2895641248766
-85.800003,27.299999,-6.9,-1.26274356645713
-85.949997,27.450001,-7.95,-1.26166337861784
-87.150002,28.049999,-7.35,-1.25940811287888
-87.75,27.75,-6.45,-1.26450845745784
-85.949997,28.35,-7.05,-1.25219040573751
-84.449997,28.65,-7.35,-1.24372666281899
-85.650002,28.950001,-6.75,-1.24484852187765
-84.599998,27.299999,-7.8,-1.25865060355866
-84.900002,29.1,-7.2,-1.24058932158857
-84.599998,29.1,-7.2,-1.23950204640932
-86.550003,28.35,-7.35,-1.25425406889095
-85.650002,29.85,-6.15,-1.2354482913779
-85.650002,29.85,-6.15,-1.2354482913779
-85.650002,29.85,-6.15,-1.2354482913779
-85.650002,29.85,-6.15,-1.2354482913779
-83.849998,29.25,-6.75,-1.23515776904944
-85.5,29.700001,-7.2,-1.23646780894939
-84.900002,29.4,-6,-1.23743067374462
-85.199997,29.85,-7.05,-1.23380784474101
-84.599998,28.799999,-6.6,-1.24267643516025
-84.900002,29.1,-7.5,-1.24058932158857
-84.900002,29.1,-7.5,-1.24058932158857
-84.900002,29.1,-7.5,-1.24058932158857
-84.900002,29.1,-7.5,-1.24058932158857
-84.75,29.85,-6.45,-1.23215192041749
-84.150002,28.950001,-5.25,-1.23945118077875
-83.699997,29.4,-6.9,-1.23300435654457
-84.150002,30.15,-7.65,-1.22675647825279
-84.150002,30.15,-7.65,-1.22675647825279
-84.150002,30.15,-7.65,-1.22675647825279
-82.949997,31.35,-6.15,-1.20945190247429
-83.099998,30,-5.7,-1.22434617007494
-82.800003,31.200001,-7.2,-1.21043835764954
-83.699997,30.6,-7.2,-1.22029968782585
-83.699997,30.6,-7.2,-1.22029968782585
-83.699997,30.6,-7.2,-1.22029968782585
-82.349998,32.849998,-6.75,-1.19123246906664
-81.900002,33.299999,-7.8,-1.18461895197097
-81.150002,31.65,-6.15,-1.19892421739339
-80.400002,31.799999,-7.5,-1.19415592906728
-80.400002,31.799999,-7.5,-1.19415592906728
-80.400002,31.799999,-7.5,-1.19415592906728
-80.400002,31.799999,-7.5,-1.19415592906728
-79.800003,32.700001,-6.9,-1.18189221674038
-79.650002,32.849998,-8.25,-1.17962113165036
-79.650002,32.549999,-6.75,-1.18284433149423
-80.099998,34.799999,-7.2,-1.16094292270062
-80.099998,34.799999,-7.2,-1.16094292270062
-80.099998,34.799999,-7.2,-1.16094292270062
-80.099998,34.799999,-7.2,-1.16094292270062
-78.449997,33.150002,-6.15,-1.17099234285665
-78.150002,32.849998,-7.35,-1.17287471874495
-79.349998,34.349998,-7.65,-1.16225992176065
-78.150002,32.849998,-6.45,-1.17287471874495
-78.150002,32.849998,-6.45,-1.17287471874495
-78.150002,32.849998,-6.45,-1.17287471874495
-77.849998,34.650002,-8.25,-1.15203577325114
-78.300003,33.900002,-8.1,-1.16221110562666
-75.300003,34.5,-7.8,-1.14117125581466
-77.849998,35.25,-6.45,-1.14562146680466
-77.099998,34.799999,-8.1,-1.14681044876537
-77.099998,34.799999,-8.1,-1.14681044876537
-77.099998,34.799999,-8.1,-1.14681044876537
-76.050003,36.150002,-7.35,-1.12706639606921
-75.900002,34.799999,-6.3,-1.14089797711523
-74.550003,35.849998,-6.45,-1.12255710593542
-75.449997,34.950001,-7.95,-1.13700261196161
-74.849998,34.950001,-6.15,-1.13394975130179
-74.849998,34.950001,-6.15,-1.13394975130179
-74.849998,34.950001,-6.15,-1.13394975130179
-74.099998,36,-7.2,-1.11854886475692
-74.25,36.150002,-6.75,-1.11770882336247
-73.949997,35.849998,-5.55,-1.11939300979281
-74.699997,36,-6.6,-1.12171077948023
-74.400002,35.400002,-6,-1.12669019243178
-74.400002,35.400002,-6,-1.12669019243178
-74.400002,35.400002,-6,-1.12669019243178
-73.349998,35.25,-6.45,-1.12281107017213
-74.550003,37.049999,-6.15,-1.10956614519839
-74.699997,36.900002,-7.2,-1.11197956061886
-75,35.849998,-6.75,-1.12490312880717
-75,36.900002,-6.3,-1.11356915384743
-75,36.900002,-6.3,-1.11356915384743
-75,36.900002,-6.3,-1.11356915384743
-73.050003,36.450001,-6.15,-1.10797041574253
-73.050003,36.450001,-7.05,-1.10797041574253
-73.349998,36.450001,-6.75,-1.10960569350727
-72.449997,37.349998,-5.55,-1.09480367089416
-72.449997,37.349998,-5.55,-1.09480367089416
-72.449997,37.349998,-5.55,-1.09480367089416
-72.449997,37.349998,-5.55,-1.09480367089416
-71.849998,38.549999,-5.85,-1.07835009676399
-71.699997,37.200001,-6,-1.09219963726326
-71.25,37.049999,-7.35,-1.09127704585007
-72.449997,37.049999,-6.45,-1.09808053513052
-72.449997,37.049999,-6.45,-1.09808053513052
-72.449997,37.049999,-6.45,-1.09808053513052
-72.449997,37.049999,-6.45,-1.09808053513052
-72.300003,38.099998,-6.3,-1.08580552837728
-71.400002,37.5,-6,-1.08718465993844
-71.25,37.950001,-6.15,-1.08138549736848
-71.400002,37.200001,-6.9,-1.09048359454298
-71.400002,37.200001,-6.9,-1.09048359454298
-71.400002,37.200001,-6.9,-1.09048359454298
-71.400002,37.200001,-6.9,-1.09048359454298
-70.650002,37.049999,-5.85,-1.08780716622815
-69.900002,38.099998,-4.8,-1.07175039106759
-70.349998,37.950001,-5.85,-1.07609235252028
-69.449997,37.349998,-6.45,-1.07737029324781
-69.449997,37.349998,-6.45,-1.07737029324781
-69.449997,37.349998,-6.45,-1.07737029324781
-68.550003,37.049999,-6.15,-1.07529045158991
-69,37.200001,-6.9,-1.07633654337504
-68.25,37.950001,-6.15,-1.06332467689981
-67.949997,37.349998,-6.45,-1.06820737866397
-69,37.5,-6,-1.0729739941779
-69,37.5,-6,-1.0729739941779
-69,37.5,-6,-1.0729739941779
-68.550003,37.650002,-6.15,-1.06854129771768
-68.099998,37.5,-5.7,-1.06744591837867
-68.550003,38.25,-6.15,-1.06184186691181
-67.349998,38.549999,-5.25,-1.05093095907543
-68.099998,38.099998,-6.9,-1.06071053718403
-68.099998,38.099998,-6.9,-1.06071053718403
-68.099998,38.099998,-6.9,-1.06071053718403
-68.099998,38.099998,-6.9,-1.06071053718403
-66.449997,37.950001,-5.55,-1.05189331328778
-66.150002,38.25,-7.05,-1.04653704888183
-65.699997,38.700001,-5.4,-1.03847378429367
-66.300003,36.599998,-6.3,-1.06639120174862
-65.25,37.650002,-6.15,-1.04745164667606
-65.25,37.650002,-6.15,-1.04745164667606
-65.25,37.650002,-6.15,-1.04745164667606
-65.25,37.650002,-6.15,-1.04745164667606
-63.900002,37.799999,-6.3,-1.0366137771977
-63.299999,37.799999,-6.6,-1.03247033827567
-62.700001,37.5,-6.6,-1.03178528332292
-63,38.099998,-6,-1.02688280389002
-63,38.099998,-6,-1.02688280389002
-63,38.099998,-6,-1.02688280389002
-63,38.099998,-6,-1.02688280389002
-59.700001,37.799999,-6,-1.00634651267297
-59.549999,37.5,-6.6,-1.0088079522364
-57.900002,37.200001,-7.2,-0.999720767673203
-57.900002,37.200001,-7.2,-0.999720767673203
-57.900002,37.200001,-7.2,-0.999720767673203
-58.5,36.900002,-6,-1.00805907957658
-57.599998,36.900002,-6.9,-1.00103983292187
-57.299999,36.299999,-6.3,-1.00610238918004
-57.900002,36,-5.7,-1.01452911226495
-57.900002,36,-5.7,-1.01452911226495
-57.900002,36,-5.7,-1.01452911226495
-57.900002,36,-5.7,-1.01452911226495
-54.900002,36.299999,-6.9,-0.986586402006149
-55.5,36.299999,-6.3,-0.991576446048905
-55.049999,36.450001,-6.15,-0.985944290446014
-55.049999,36.450001,-6.15,-0.985944290446014
-55.049999,36.450001,-6.15,-0.985944290446014
-55.049999,36.450001,-6.15,-0.985944290446014
-52.5,36,-7.2,-0.969722572297147
-52.799999,34.799999,-6.3,-0.988056837046185
-52.049999,34.349998,-5.85,-0.987463487091248
-52.5,32.400002,-7.2,-1.01786702619261
-52.5,32.400002,-7.2,-1.01786702619261
-52.5,32.400002,-7.2,-1.01786702619261
-52.5,32.400002,-7.2,-1.01786702619261
-50.849998,33.450001,-6.15,-0.988945356856277
-50.849998,31.950001,-7.35,-1.00981414061726
-49.349998,33.75,-6.75,-0.970964054401231
-51,34.5,-7.5,-0.976037069311544
-50.25,32.549999,-7.05,-0.995996583680776
-50.25,32.549999,-7.05,-0.995996583680776
-50.25,32.549999,-7.05,-0.995996583680776
-50.25,32.549999,-7.05,-0.995996583680776
-48.900002,32.700001,-5.4,-0.98137930180166
-48.900002,31.200001,-6.9,-1.00287710987874
-48.150002,33.150002,-6.75,-0.967848208134351
-47.400002,32.400002,-7.5,-0.971200030725373
-46.950001,32.25,-6.45,-0.968915880581858
-46.200001,30.6,-6.6,-0.985796727188157
-46.200001,30.6,-6.6,-0.985796727188157
-46.200001,30.6,-6.6,-0.985796727188157
-46.200001,30.6,-6.6,-0.985796727188157
-46.200001,30.6,-6.6,-0.985796727188157
-46.200001,30.6,-6.6,-0.985796727188157
-45.150002,30.75,-7.65,-0.972893077268672
-46.200001,29.4,-6,-1.00406711907531
-46.349998,31.049999,-7.35,-0.980556585453755
-44.400002,29.700001,-7.5,-0.981236097365086
-44.849998,29.85,-7.65,-0.983565903297886
-45.299999,30,-6.9,-0.985856490644392
-44.25,29.549999,-6.15,-0.982011878206932
-44.25,29.549999,-6.15,-0.982011878206932
-44.25,29.549999,-6.15,-0.982011878206932
-44.25,29.549999,-6.15,-0.982011878206932
-44.25,29.549999,-6.15,-0.982011878206932
-44.25,29.549999,-6.15,-0.982011878206932
-43.049999,28.950001,-7.95,-0.97878409488754
-43.950001,27.15,-6.45,-1.01742935306878
-42.450001,27.450001,-6.45,-0.996784573977761
-42.150002,26.85,-8.55,-1.0036067256485
