x,y,ar
-24.300003,-21,0.3
-24.300003,-21,0.3
-23.849998,-22.049999,-1.05
-21.900002,-21.9,-1.5
-22.199997,-22.200001,-2.1
-21.300003,-22.799999,-1.8
-21.300003,-22.799999,-1.8
-19.949997,-23.85,-1.65
-20.699997,-24.6,-0.9
-20.25,-24.450001,-2.85
-19.349998,-25.049999,-1.35
-19.349998,-25.049999,-1.35
-19.050003,-25.65,-2.55
-18.150002,-25.65,-2.85
-17.099998,-25.5,-2.7
-16.800003,-27.299999,-2.1
-16.800003,-27.299999,-2.1
-16.800003,-27.299999,-2.1
-15.75,-27.15,-2.85
-16.5,-26.4,-3.3
-15.900002,-26.4,-2.4
-15.900002,-26.4,-2.4
-15.900002,-28.5,-3.9
-15.900002,-28.5,-3.9
-16.050003,-28.950001,-3.45
-14.400002,-28.799999,-2.1
-14.25,-27.75,-2.85
-14.25,-27.75,-2.85
-14.099998,-27.75,-2.85
-14.099998,-27.6,-3.9
-14.099998,-29.1,-3.3
-13.949997,-28.35,-3.75
-12.900002,-28.5,-3.9
-12.900002,-28.5,-3.9
-11.550003,-29.549999,-2.85
-12.75,-29.85,-3.45
-11.25,-29.549999,-2.85
-11.25,-29.549999,-2.85
-9.599998,-29.1,-3.6
-9.599998,-29.1,-3.6
-9.300003,-31.200001,-4.8
-9.300003,-30.6,-5.1
-8.550003,-30.450001,-4.65
-7.199997,-30,-5.7
-7.199997,-30,-5.7
-7.5,-30.6,-5.1
-7.5,-30.6,-5.1
-4.800003,-31.5,-5.4
-4.5,-31.5,-4.5
-4.349998,-32.25,-4.95
-4.349998,-32.25,-4.95
-4.349998,-32.25,-4.95
-3.300003,-31.5,-4.8
-2.550003,-31.65,-4.65
-2.25,-31.950001,-4.95
-1.650002,-31.65,-5.25
-0.599998,-32.099998,-3.6
-0.599998,-32.099998,-3.6
-1.800003,-31.799999,-5.7
-1.800003,-31.799999,-5.7
-0.450001,-32.549999,-5.55
-0.450001,-32.549999,-5.55
0.450001,-31.65,-4.95
0.450001,-31.65,-4.95
0.900002,-32.400002,-4.8
0.75,-31.049999,-5.25
2.700001,-30.6,-5.1
2.700001,-30.6,-5.1
2.700001,-31.799999,-6.3
3.150002,-31.049999,-4.65
3.299999,-32.099998,-5.7
3.450001,-31.049999,-5.55
3.599998,-32.700001,-5.4
3.599998,-32.700001,-5.4
3.150002,-31.950001,-4.95
3.150002,-31.950001,-4.95
4.799999,-30,-6.3
4.799999,-30,-6.3
5.400002,-32.400002,-5.4
5.400002,-32.400002,-5.4
4.799999,-31.200001,-6.3
5.400002,-31.200001,-5.7
6.299999,-30.9,-5.4
7.650002,-30.75,-6.15
7.650002,-30.75,-6.15
8.099998,-31.200001,-6
8.099998,-31.200001,-6
7.349998,-31.950001,-7.35
6.299999,-31.799999,-6
7.799999,-31.200001,-6
7.950001,-31.65,-7.65
9,-30.9,-6.3
9.599998,-31.5,-5.7
9.599998,-31.5,-5.7
10.049999,-31.049999,-6.15
10.200001,-30.6,-6.3
10.200001,-30.6,-6.3
10.650002,-31.35,-5.55
10.650002,-31.35,-5.55
11.25,-30.75,-5.55
12.150002,-30.15,-7.05
11.549999,-30.15,-5.55
11.099998,-28.799999,-5.7
11.099998,-28.799999,-5.7
12.900002,-29.700001,-6
13.200001,-30.299999,-7.5
13.049999,-28.65,-6.15
13.349998,-28.950001,-6.45
13.799999,-29.1,-6.3
13.200001,-29.4,-6.6
13.200001,-29.4,-6.6
15.299999,-28.799999,-6.3
15.299999,-28.799999,-6.3
15.150002,-29.25,-5.55
14.400002,-28.200001,-6
15,-28.200001,-7.2
15.75,-27.450001,-7.05
15.75,-27.450001,-7.05
15.450001,-28.65,-5.25
15.450001,-28.65,-5.25
14.849998,-27.75,-7.35
16.200001,-27.299999,-5.7
15.900002,-29.1,-6.6
15.900002,-26.4,-6
15.900002,-26.4,-6
15.900002,-26.700001,-7.2
17.099998,-27.299999,-6
16.950001,-27.15,-7.35
17.400002,-26.4,-6.9
18.450001,-26.25,-7.65
18.450001,-26.25,-7.65
18,-27,-7.5
18,-27,-7.5
19.650002,-24.75,-6.15
19.200001,-24.6,-6.6
18.900002,-24.299999,-5.7
18.900002,-24.299999,-5.7
21,-24.6,-6
21,-24.6,-6
19.950001,-26.85,-6.45
19.950001,-26.85,-6.45
21.599998,-23.4,-6
21.599998,-23.4,-6
21.900002,-23.4,-6.9
22.799999,-22.5,-6
22.799999,-22.5,-6
22.049999,-22.35,-7.65
22.049999,-22.35,-7.65
22.650002,-21.450001,-6.75
22.349998,-22.65,-7.95
22.349998,-22.65,-7.95
23.700001,-21.9,-6.3
24.900002,-20.1,-6.6
24.299999,-21,-7.5
25.349998,-20.25,-6.75
25.349998,-20.25,-6.75
25.349998,-20.25,-6.75
24.900002,-20.1,-7.2
24.450001,-20.549999,-6.75
25.200001,-20.700001,-6.3
25.200001,-20.700001,-6.3
26.099998,-19.5,-5.4
26.099998,-19.5,-5.4
24.599998,-19.200001,-6
24.599998,-19.200001,-6
24.75,-19.950001,-6.45
24.599998,-18.6,-5.7
25.5,-18,-7.2
25.200001,-19.5,-6.6
25.200001,-19.5,-6.6
26.700001,-18.299999,-6
26.099998,-17.4,-6
26.099998,-17.4,-6
26.700001,-17.4,-5.7
25.950001,-16.049999,-5.85
25.950001,-16.049999,-5.85
25.950001,-16.049999,-6.15
27,-17.1,-6.3
27,-17.1,-6.3
26.700001,-16.799999,-6
25.5,-17.4,-6.6
25.5,-17.4,-6.6
26.400002,-15.9,-5.7
26.099998,-17.1,-5.4
26.099998,-17.1,-5.4
25.349998,-16.35,-6.15
26.700001,-16.5,-6.3
26.700001,-16.5,-6.3
28.049999,-15.45,-5.25
26.25,-16.950001,-6.45
25.349998,-16.049999,-6.75
27.900002,-15.3,-5.4
28.5,-13.8,-6.6
27.900002,-16.200001,-5.1
27.900002,-16.200001,-5.1
28.049999,-13.95,-5.55
26.700001,-15.3,-4.5
28.049999,-14.55,-4.65
28.049999,-14.55,-4.65
28.349998,-13.05,-4.35
28.5,-14.1,-4.8
28.5,-14.1,-4.8
28.5,-14.1,-4.8
28.799999,-14.4,-5.1
28.200001,-14.1,-6
28.200001,-14.1,-6
28.5,-14.1,-6
28.950001,-13.35,-4.65
27.450001,-12.75,-5.25
27.450001,-12.75,-5.25
28.5,-12.9,-6.6
28.349998,-12.15,-4.35
28.349998,-12.15,-4.35
28.349998,-12.15,-4.35
28.950001,-11.55,-6.45
27.900002,-12.3,-5.1
28.650002,-10.95,-4.95
28.650002,-10.95,-4.95
28.799999,-10.8,-5.1
28.650002,-11.55,-5.55
29.25,-10.35,-4.35
29.25,-10.35,-4.35
29.25,-10.35,-4.35
28.950001,-11.25,-4.95
30,-9.6,-5.4
30.599998,-7.8,-6
30.599998,-7.8,-6
30.599998,-7.8,-6
28.950001,-7.35,-4.95
29.400002,-6.6,-6.6
29.400002,-6.6,-6.6
29.400002,-6.6,-6.6
30.75,-6.45,-5.55
30,-5.4,-5.1
29.549999,-6.75,-4.95
29.549999,-6.75,-4.95
29.549999,-6.75,-4.95
29.549999,-6.75,-4.95
30.150002,-4.35,-5.85
30.450001,-4.35,-5.55
30.299999,-4.2,-4.8
30.299999,-4.2,-4.8
30.299999,-4.2,-4.8
30.150002,-4.95,-5.55
30.150002,-4.35,-5.25
30,-3.9,-4.8
29.25,-3.15,-6.15
29.25,-3.15,-6.15
29.25,-3.15,-6.15
30.299999,-2.1,-3.6
30.75,-1.35,-4.95
30.150002,-1.95,-4.35
29.549999,-1.35,-4.95
29.549999,-1.35,-4.95
29.549999,-1.35,-4.95
29.549999,-1.35,-4.95
30.450001,0.15,-4.95
30.150002,1.05,-4.35
29.700001,0.3,-4.5
29.700001,0.3,-4.5
29.700001,0.3,-4.5
29.700001,0.3,-4.5
29.700001,3.3,-4.2
30,4.2,-4.2
30,3.9,-5.1
30,3.9,-5.1
30,3.9,-5.1
30,3.9,-5.1
29.700001,5.7,-4.2
29.400002,4.5,-4.5
29.700001,7.2,-4.8
29.700001,7.2,-4.8
29.700001,7.2,-4.8
29.700001,7.2,-4.8
28.950001,9.15,-3.75
29.400002,9.9,-4.8
29.25,10.05,-5.55
29.25,10.05,-5.55
29.25,10.05,-5.55
29.25,10.05,-5.55
29.400002,12,-3.9
27.599998,13.8,-6
28.200001,13.5,-5.4
27.299999,14.1,-4.8
27.299999,14.1,-4.8
27.299999,14.1,-4.8
27.299999,14.1,-4.8
25.950001,17.25,-4.65
25.650002,16.950001,-4.65
24.450001,16.65,-4.05
24.450001,16.65,-4.05
24.450001,16.65,-4.05
24.900002,19.200001,-5.1
23.099998,18.6,-4.5
24.150002,20.85,-4.65
24.75,20.549999,-4.35
24.75,20.549999,-4.35
24.75,20.549999,-4.35
24.75,20.549999,-4.35
22.349998,21.450001,-4.35
24.599998,23.1,-4.5
22.799999,22.799999,-3.9
22.799999,22.799999,-3.9
22.799999,22.799999,-3.9
21.599998,24.9,-5.7
21.299999,24.299999,-4.8
22.049999,24.75,-4.05
20.549999,26.549999,-4.65
20.549999,26.549999,-4.65
20.549999,26.549999,-4.65
20.549999,26.549999,-4.65
19.349998,25.35,-2.85
20.099998,27.299999,-2.4
20.099998,27.299999,-3.9
19.049999,27.15,-4.35
19.049999,27.15,-4.35
19.049999,27.15,-4.35
19.049999,27.15,-4.35
18.599998,27.6,-3.3
18.150002,28.049999,-3.45
18.150002,29.25,-3.45
18.150002,29.25,-3.45
18.150002,29.25,-3.45
16.950001,29.549999,-2.85
17.25,28.950001,-3.45
17.099998,29.1,-1.8
16.049999,29.85,-3.75
16.049999,29.85,-3.75
16.049999,29.85,-3.75
16.349998,30.15,-3.15
15.900002,29.1,-2.7
15.900002,30,-3.3
15.299999,30.6,-3
15.299999,30.6,-3
15.299999,30.6,-3
14.25,31.950001,-3.15
13.950001,31.65,-2.25
13.349998,31.950001,-4.65
13.650002,31.65,-3.15
13.650002,31.65,-3.15
13.650002,31.65,-3.15
11.849998,33.150002,-1.95
11.849998,33.150002,-3.15
9.599998,34.5,-3
9.599998,34.5,-3
11.099998,33,-2.7
9.299999,34.5,-3.9
9.299999,34.5,-2.4
9.450001,34.650002,-1.95
9.450001,34.650002,-1.95
8.700001,34.799999,-3
8.400002,33.299999,-3
8.549999,34.650002,-2.25
8.549999,34.650002,-2.25
8.549999,34.650002,-2.25
7.799999,35.400002,-2.1
8.849998,34.049999,-1.35
7.5,35.700001,-2.7
6.75,34.049999,-1.65
6.75,34.049999,-1.65
7.049999,34.650002,-2.55
7.650002,35.849998,-1.05
7.349998,36.450001,-1.05
7.349998,36.450001,-1.05
7.349998,36.450001,-1.05
7.349998,36.450001,-1.05
6.450001,35.549999,-2.55
5.25,36.150002,-3.15
5.25,36.150002,-3.15
5.25,36.150002,-3.15
5.099998,36.299999,-0.9
4.650002,36.150002,-3.75
2.849998,36.75,-1.95
2.849998,36.75,-1.95
2.849998,36.75,-1.95
2.849998,36.75,-1.95
2.400002,39.299999,-0.6
1.200001,36.900002,-0.9
1.200001,36.599998,0.3
1.200001,36.599998,0.3
1.200001,36.599998,0.3
-0.75,38.25,-0.45
-2.099998,37.5,-0.3
-2.849998,37.650002,-1.05
-2.849998,37.650002,-1.05
-2.849998,37.650002,-1.05
-4.199997,39,-0.9
-3.150002,38.849998,-1.05
-3.599998,39,-1.5
-3.599998,39,-1.5
-3.599998,39,-1.5
-5.400002,38.099998,-1.2
-6,38.400002,-0.3
-6.75,38.849998,0.15
-6.75,38.849998,0.15
-6.75,38.849998,0.15
-5.699997,39,0
-7.050003,37.349998,-0.15
-6.900002,38.099998,-0.3
-7.050003,38.549999,-0.45
-7.050003,38.549999,-0.45
-7.050003,38.549999,-0.45
-5.699997,37.5,5.4
-6.449997,37.049999,4.35
-6.75,37.650002,3.75
-6.75,37.650002,3.75
-6.75,37.650002,3.75
-8.099998,38.099998,2.7
-7.949997,37.950001,2.85
-10.199997,38.700001,2.4
-10.199997,38.700001,2.4
-10.199997,38.700001,2.4
-12.150002,37.950001,1.95
-12.449997,37.950001,-0.75
-14.400002,37.5,1.5
-14.400002,37.5,1.5
-14.400002,37.5,1.5
-16.650002,36.75,0.15
-16.949997,36.450001,1.65
-16.650002,36.75,1.35
-16.650002,36.75,1.35
-16.650002,36.75,1.35
-19.199997,34.799999,2.1
-18.300003,35.400002,2.7
-19.800003,33.599998,1.8
-19.800003,33.599998,1.8
-19.800003,33.599998,1.8
-21.449997,31.65,2.55
-21.900002,32.099998,1.2
-22.800003,32.700001,1.8
-22.800003,32.700001,1.8
-22.800003,32.700001,1.8
-23.099998,31.799999,2.7
-25.800003,31.5,2.7
-24.449997,31.65,3.45
-24.449997,31.65,3.45
-24.449997,31.65,3.45
-25.650002,28.950001,2.85
-26.099998,29.1,3.3
-26.25,28.65,4.35
-26.25,28.65,4.35
-26.25,28.65,4.35
-27.599998,27.299999,3.6
-27.150002,26.85,3.15
-28.5,27.6,3.6
-28.5,27.6,3.6
-28.5,27.6,3.6
-28.349998,26.25,3.15
-28.199997,25.200001,3.9
-27.900002,25.799999,3
-27.900002,25.799999,3
-28.349998,25.049999,3.15
-29.099998,24.6,3
-29.699997,23.4,4.5
-30.449997,24.15,4.35
-30.449997,24.15,4.35
-30,22.5,3.9
-29.699997,22.799999,2.7
-30.900002,20.700001,4.2
-30.900002,20.700001,4.2
-30.900002,20.700001,4.2
-31.199997,19.5,3.6
-31.199997,19.5,3.6
-31.199997,19.5,3.6
-30.449997,18.450001,4.35
-32.25,18.450001,3.45
-32.25,18.450001,3.45
-32.849998,17.549999,3.75
-33,16.5,3.6
-33,16.5,3.6
-33,16.5,3.6
-33,16.5,3.6
-33,15.6,2.4
-33.300003,16.200001,3.3
-33.300003,16.200001,3.3
-33.300003,16.200001,3.3
-32.699997,14.1,3
-32.699997,15.3,2.1
-32.849998,15.45,3.15
-32.849998,15.45,3.15
-33.900002,13.5,2.4
-33.449997,13.35,2.55
-32.699997,14.4,3.9
-32.699997,14.4,3.9
-32.699997,14.4,3.9
-32.699997,14.4,3.9
-33.599998,14.1,3.3
-33.75,12.15,2.55
-33.300003,12.3,1.8
-33.150002,11.85,1.95
-33.150002,11.85,1.95
-33.150002,11.85,1.95
-34.5,11.7,2.1
-35.099998,10.5,2.4
-34.349998,11.25,2.25
-32.699997,11.1,2.4
-33.150002,10.65,2.85
-33.150002,10.65,2.85
-33.150002,10.65,2.85
-33.150002,10.65,2.85
-33.300003,9.3,1.8
-34.650002,8.55,3.45
-34.5,9.6,1.8
-34.199997,8.4,2.7
-34.349998,8.25,2.25
-34.349998,8.25,2.25
-34.349998,8.25,2.25
-34.349998,8.25,2.25
-33.449997,7.05,1.65
-34.800003,5.4,1.8
-34.650002,6.45,2.25
-34.5,6.6,2.7
-35.25,5.85,1.95
-35.25,5.85,1.95
-35.25,5.85,1.95
-35.25,5.85,1.95
-32.699997,4.8,1.2
-33,4.2,1.5
-34.800003,3.9,2.4
-33.900002,4.5,1.2
-33.900002,4.5,1.2
-33.900002,4.5,1.2
-33.900002,4.5,1.2
-34.650002,1.05,1.05
-34.199997,2.4,3.3
-32.849998,1.05,1.65
-33.599998,0.6,1.8
-33.449997,1.05,2.85
-33.449997,1.05,2.85
-33.449997,1.05,2.85
-33.449997,1.05,2.85
-33.449997,1.05,2.85
-32.550003,-1.05,1.35
-33.449997,-1.05,1.35
-33,-3,1.5
-33.900002,-1.5,1.5
-33.599998,-1.2,0.9
-33.599998,-1.2,0.9
-33.599998,-1.2,0.9
-33.599998,-1.2,0.9
-32.849998,-3.45,1.65
-33,-4.2,1.2
-33.900002,-3.9,1.8
-32.099998,-5.1,0.6
-31.800003,-2.7,0.6
-31.800003,-2.7,0.6
-31.800003,-2.7,0.6
-31.800003,-2.7,0.6
-32.849998,-5.25,1.65
-33.150002,-6.15,3.15
-32.25,-7.65,1.35
-32.550003,-7.05,1.05
-33.150002,-6.75,0.45
-33.150002,-6.75,0.45
-33.150002,-6.75,0.45
-33.150002,-6.75,0.45
-30.75,-8.25,1.95
-31.199997,-8.1,1.8
-31.5,-9.9,0.3
-30.150002,-9.45,1.05
-30.900002,-9.9,0.9
-30.900002,-9.9,0.9
-30.900002,-9.9,0.9
-30.900002,-9.9,0.9
-29.699997,-10.8,0.3
-30.300003,-11.1,0.3
-30.75,-12.45,-0.75
-31.349998,-11.85,0.15
-30.900002,-12.3,1.5
-30.900002,-12.3,1.5
-30.900002,-12.3,1.5
-28.349998,-13.05,1.5
-29.849998,-13.95,0.45
-28.650002,-14.55,0.15
-29.699997,-13.5,-1.2
-28.800003,-13.5,-0.3
-28.800003,-13.5,-0.3
-28.800003,-13.5,-0.3
-28.800003,-13.5,-0.3
-28.349998,-14.55,-0.15
-28.050003,-13.95,-0.45
-28.349998,-14.85,-0.15
-28.650002,-14.85,0.15
-28.650002,-14.25,0.15
-27,-15.9,0
-27,-15.9,0
-27,-15.9,0
-27,-15.9,0
-28.349998,-16.65,-1.05
-27.150002,-16.049999,-0.75
-28.050003,-14.85,-0.15
-27.75,-14.55,0.15
-27.599998,-15.9,-0.3
-27.599998,-15.9,-0.3
-27.599998,-15.9,-0.3
-27.599998,-15.9,-0.3
-27.900002,-16.200001,-0.6
-27.300003,-16.799999,-1.5
-27.300003,-17.4,-1.2
-27,-16.200001,-0.9
-26.550003,-17.25,-0.15
-26.550003,-17.25,-0.15
-26.550003,-17.25,-0.15
-26.550003,-17.25,-0.15
-26.099998,-16.799999,-0.3
-26.099998,-17.1,-0.6
-26.849998,-17.85,-0.15
-26.099998,-17.4,-0.6
-26.25,-17.85,-0.75
-26.25,-17.85,-0.75
-26.25,-17.85,-0.75
-26.25,-17.85,-0.75
-26.550003,-17.549999,-1.35
-25.5,-17.700001,-1.5
-26.699997,-18,-0.6
-25.650002,-18.450001,-1.05
-26.849998,-16.950001,-1.65
-26.849998,-16.950001,-1.65
-26.849998,-16.950001,-1.65
-26.849998,-16.950001,-1.65
-26.099998,-18.6,-0.6
-25.5,-17.700001,-1.8
-26.25,-17.85,-0.45
-25.050003,-19.049999,-0.45
-26.400002,-18.6,-1.2
-25.349998,-17.85,-0.15
-25.349998,-17.85,-0.15
-25.349998,-17.85,-0.15
-25.349998,-17.85,-0.15
-25.349998,-17.85,-0.15
-25.949997,-17.85,-1.65
-25.050003,-18.450001,-1.95
-25.800003,-18.299999,-2.7
