-17.549999,1.950000,69.750000
-18.450001,5.550000,69.150002
-18.450001,5.550000,69.150002
-18.450001,5.850000,68.849998
-18.450001,4.950000,68.849998
-18.450001,4.950000,68.849998
-18.299999,5.400000,68.699997
-18.600000,5.100000,68.699997
-18.600000,5.100000,68.699997
-17.549999,5.850000,68.550003
-17.400000,5.700000,68.699997
-17.400000,5.700000,68.699997
-18.750000,4.950000,70.050003
-18.750000,4.350000,69.150002
-19.799999,4.800000,68.699997
-19.799999,4.800000,68.699997
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-19.049999,5.250000,68.550003
-17.700001,6.000000,69.000000
-19.200001,5.700000,69.000000
-19.200001,5.700000,69.000000
-19.799999,6.000000,69.300003
-19.049999,5.550000,68.250000
-19.049999,5.550000,68.250000
-18.299999,4.800000,69.900002
-19.500000,6.000000,68.699997
-19.350000,4.950000,68.699997
-19.350000,4.950000,69.750000
-17.850000,4.650000,68.250000
-17.850000,5.250000,69.150002
-17.850000,5.250000,69.150002
-18.750000,4.950000,70.349998
-17.700001,6.600000,67.800003
-17.700001,6.600000,67.800003
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.900000,4.800000,68.699997
-18.000000,4.500000,69.300003
-17.549999,6.450000,68.849998
-18.600000,5.400000,69.000000
-18.600000,5.400000,69.000000
-19.350000,6.450000,68.550003
-18.150000,4.950000,69.449997
-18.150000,4.950000,69.449997
-18.299999,6.600000,69.300003
-18.750000,7.350000,68.550003
-18.750000,7.350000,68.550003
-17.250000,4.650000,69.750000
-18.600000,5.400000,69.599998
-18.600000,5.400000,69.599998
-19.200001,6.000000,69.000000
-18.299999,6.000000,69.900002
-17.850000,4.050000,69.150002
-17.850000,4.050000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
-18.450001,4.650000,69.150002
